标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
临翔区政企政企共建房文林秋苑何时能交房？,已办理,其他 求助,匿***,2016-04-1907:43,我是文林秋苑业主，今求助孙书记希望书记监督督促有关部门具体落实政企共建项目文林秋苑工程推进情况，不要在让政府的一纸公告成为空谈。,中共临沧市委 孙青友,我是文林秋苑业主，今求助孙书记希望书记监督督促有关部门具体落实政企共建项目文林秋苑工程推进情况，不要在让政府的一纸公告成为空谈。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
关于啤酒广场的几点疑问,已办理,城建 求助,匿***,2016-04-1309:46,尊敬的孙书记： 您好！我们是云县澜沧江广场的业主，这些日子我们是欲哭无泪，寝食难安。实在没有办法想通过孙书记帮我们200余户业主作主。澜沧江广场自2014年停工后一直处于停工状态，并且到目前为止都没有说法。去相关部门询问，得知在相关部门的协调下，现在的开发商已经不是云县鸿济地产有限公司了，而是另一家公司。经查，该公司法人已经于2014年被云县法院和临沧市法院列入了全国失信被执行人黑名单，试问这样的公司怎么有能力履行合同呢？相关部门是不是因为鸿济地产是云南澜沧江酒业集团的下属公司而有意偏袒呢？我们一辈子的积蓄买套房子却是这样的结局，我们所有业主肯请孙书记一定还我们一个公道。,中共临沧市委　孙青友,尊敬的孙书记： 您好！我们是云县澜沧江广场的业主，这些日子我们是欲哭无泪，寝食难安。实在没有办法想通过孙书记帮我们200余户业主作主。澜沧江广场自2014年停工后一直处于停工状态，并且到目前为止都没有说法。去相关部门询问，得知在相关部门的协调下，现在的开发商已经不是云县鸿济地产有限公司了，而是另一家公司。经查，该公司法人已经于2014年被云县法院和临沧市法院列入了全国失信被执行人黑名单，试问这样的公司怎么有能力履行合同呢？相关部门是不是因为鸿济地产是云南澜沧江酒业集团的下属公司而有意偏袒呢？我们一辈子的积蓄买套房子却是这样的结局，我们所有业主肯请孙书记一定还我们一个公道。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临都上城房产证办理问题,已办理,城建 咨询,匿***,2016-04-1213:44,尊敬的孙书记，您好！我是临翔区临都上城的业主，请问我们小区的房产证什么时候能办下来？现在已入住好几年了，房产证也没有，总感觉心里不太踏实。谢谢！,中共临沧市委 孙青友,尊敬的孙书记，您好！我是临翔区临都上城的业主，请问我们小区的房产证什么时候能办下来？现在已入住好几年了，房产证也没有，总感觉心里不太踏实。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
农村建房电力安全,已办理,其他 建言,匿***,2016-04-0413:57,尊敬的领导你好，今年政府抚平农村建房，建房的很多，现在的家用电都是暗线，很多老白姓也许只有今年政府的支持下才住的起楼房，但这一方面电力存在一定安全危险，有的施工方，不懂的记算用电量，乱接乱拉，很容易出现烧毁线路的危性，有的他不知道怎么弄，甚至埋死线以接通为目标，这样子如果线皮那是一破 通电后就很麻烦，所以这方面也希望领导能重视，电力要以专业施工人士持证施工才安全，我们可以以最好的服务，实惠的价格，为农民白姓服务,中共临沧市委　孙青友,尊敬的领导你好，今年政府抚平农村建房，建房的很多，现在的家用电都是暗线，很多老白姓也许只有今年政府的支持下才住的起楼房，但这一方面电力存在一定安全危险，有的施工方，不懂的记算用电量，乱接乱拉，很容易出现烧毁线路的危性，有的他不知道怎么弄，甚至埋死线以接通为目标，这样子如果线皮那是一破 通电后就很麻烦，所以这方面也希望领导能重视，电力要以专业施工人士持证施工才安全，我们可以以最好的服务，实惠的价格，为农民白姓服务,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
希望我们的危房能得到改造,已办理,城建 求助,匿***,2016-04-0410:32,尊敬的领导，你好！我们是住在凤庆县旧城大街的农民，我们家的房子已经是近百年的危房，上一次受到周边地震的影响，更是让我们家的危房不堪一击，只能用几根木材抵在邻居家的外墙上，房子我家的墙壁倒塌，为此几次和邻居家起冲突，街道办事处的工作人员也来拍过照，询问过，之后就没了回应，直到现在一直未能得到改善，家里的老人，小孩每天都在担惊受怕中度过。今年2月份，乡政府来通知我们的危房可以无息贷款，让我们办理准建证中，然后申请危房改造贷款，我们去办理了，可到了街道办事处，工作人员说不能用，因为我们占了红线，让我们到建设局里扯，扯过几回，根本扯不清的，所以希望能得到领导的帮助和重视，给我们这些住危房的农民能有一个安全踏实的住所，谢谢！,中共临沧市委　孙青友,尊敬的领导，你好！我们是住在凤庆县旧城大街的农民，我们家的房子已经是近百年的危房，上一次受到周边地震的影响，更是让我们家的危房不堪一击，只能用几根木材抵在邻居家的外墙上，房子我家的墙壁倒塌，为此几次和邻居家起冲突，街道办事处的工作人员也来拍过照，询问过，之后就没了回应，直到现在一直未能得到改善，家里的老人，小孩每天都在担惊受怕中度过。今年2月份，乡政府来通知我们的危房可以无息贷款，让我们办理准建证中，然后申请危房改造贷款，我们去办理了，可到了街道办事处，工作人员说不能用，因为我们占了红线，让我们到建设局里扯，扯过几回，根本扯不清的，所以希望能得到领导的帮助和重视，给我们这些住危房的农民能有一个安全踏实的住所，谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
耿马孟定宏祥机动车检测有限责任公司,已办理,其他 投诉,匿***,2016-03-2913:23,尊敬的孙书记！您好！希望您在百忙之中，留意一下我的问题！孟定汽车检测站太黑暗了！每张车需要代办费，而且代办费开口就是300，你叫我们如何是好！如果不给代办费，车子是很难过检测线！希望有关部门，重视一下，让我们老百姓得到实惠！方便快捷！,中共临沧市委　孙青友,尊敬的孙书记！您好！希望您在百忙之中，留意一下我的问题！孟定汽车检测站太黑暗了！每张车需要代办费，而且代办费开口就是300，你叫我们如何是好！如果不给代办费，车子是很难过检测线！希望有关部门，重视一下，让我们老百姓得到实惠！方便快捷！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
孟定汽车检测站,已办理,其他 投诉,匿***,2016-03-2815:33,尊敬的孙书记！您好！希望您在百忙之中，留意一下我的问题！孟定汽车检测站太黑暗了！每张车需要代办费，而且代办费开口就是300，你叫我们如何是好！如果不给代办费，车子是很难过检测线！希望有关部门，重视一下，让我们老百姓得到实惠！方便快捷！在这里就是他们说了算！这让我们很苦恼！希望孙书记您能帮帮我们！谢谢您,中共临沧市委　孙青友,尊敬的孙书记！您好！希望您在百忙之中，留意一下我的问题！孟定汽车检测站太黑暗了！每张车需要代办费，而且代办费开口就是300，你叫我们如何是好！如果不给代办费，车子是很难过检测线！希望有关部门，重视一下，让我们老百姓得到实惠！方便快捷！在这里就是他们说了算！这让我们很苦恼！希望孙书记您能帮帮我们！谢谢您,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
旗山小区停水已经一周时间，望关注！！,已办理,其他 求助,匿***,2016-03-2715:16,尊敬的孙书记，我是临翔区旗山小区的一户住户，小区从上周日开始停水至今天已经整整一周时间，已严重影响到正常的生活。咨询临翔区自来水公司，客服否认停水，只是说水压小；小区物业说是因为我所住的地方地势相对较高水压小压不上去。因为是旱季水资源有限可以理解，但是连续一周都没有生活用水，相关部门是否应该想想办法解决一下呢？,中共临沧市委 孙青友,尊敬的孙书记，我是临翔区旗山小区的一户住户，小区从上周日开始停水至今天已经整整一周时间，已严重影响到正常的生活。咨询临翔区自来水公司，客服否认停水，只是说水压小；小区物业说是因为我所住的地方地势相对较高水压小压不上去。因为是旱季水资源有限可以理解，但是连续一周都没有生活用水，相关部门是否应该想想办法解决一下呢？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
云县云雪花园烂尾楼,已办理,城建 求助,匿***,2016-03-2512:30,尊敬的孙书记，您好！我代表云县澜沧江云雪花园的所有购房业主向您发出求助。我们于2014年向云雪花园交款2万-100多万元人民币不等的购房款项。当时云雪花园承诺我们是2014年9月开盘，正式售楼，但是，云雪花园和我们签订购房协议后于2014年7月停工至今。我们业主多次向云县人民政府及澜沧江啤酒集团负责人进行交涉\'均无结果，在此期间，澜沧江啤酒集团出具两份承诺书，第一次给出的承诺书就失信于我们，经我们所有业主多次与啤酒集团交涉后，啤酒集团再次给出第二份承诺书，承诺书上写明2016年1月份动工，至今未动过一草一木。业主们向负责人打电话询问情况都一再拒接电话。孙书记，我们都是靠贷款来付的房款，家里上有老下有小，由于每月要按时还贷，生活过得捉襟见肘。云雪花园房子不盖钱也不退，我们也不知道怎么办了，所以向您发出求助，恳请在百忙之中帮帮我们！,中共临沧市委　孙青友,尊敬的孙书记，您好！我代表云县澜沧江云雪花园的所有购房业主向您发出求助。我们于2014年向云雪花园交款2万-100多万元人民币不等的购房款项。当时云雪花园承诺我们是2014年9月开盘，正式售楼，但是，云雪花园和我们签订购房协议后于2014年7月停工至今。我们业主多次向云县人民政府及澜沧江啤酒集团负责人进行交涉\'均无结果，在此期间，澜沧江啤酒集团出具两份承诺书，第一次给出的承诺书就失信于我们，经我们所有业主多次与啤酒集团交涉后，啤酒集团再次给出第二份承诺书，承诺书上写明2016年1月份动工，至今未动过一草一木。业主们向负责人打电话询问情况都一再拒接电话。孙书记，我们都是靠贷款来付的房款，家里上有老下有小，由于每月要按时还贷，生活过得捉襟见肘。云雪花园房子不盖钱也不退，我们也不知道怎么办了，所以向您发出求助，恳请在百忙之中帮帮我们！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
云县啤酒集团云雪花园烂尾楼,已办理,城建 求助,匿***,2016-03-2510:54,尊敬的书记，您好，首先向您道歉，打扰您的工作了，我是云县云雪花园的业主，2014年澜沧江啤酒集团云雪花园项目开始预售期房，我和许多业主一样按他们的要求付了房子的首付款项，26万元，这些钱全部都是靠贷款来付的，从2014年五月开始我每个月都还贷款2700元，但是事与愿违，云雪花园于2014年7月开始停工到至今，我们业主多次与啤酒集团云雪花园项目的负责人协商，至今无结果，我们业主大多数人都是已经人到中年，家里有老人要赡养，还有孩子要读书，都需要钱，可是云雪花园项目部房子也不盖，房款也不退，导致我月月向已有七十二岁年迈的老父亲借钱维持生活，内心痛苦不堪，有时也觉得这样活着有什么意思，自己不能赡养老人，不能抚养孩子，觉得无言以对家人，在此向您请求帮助，人民的书记帮帮我们吧！,中共临沧市委　孙青友,尊敬的书记，您好，首先向您道歉，打扰您的工作了，我是云县云雪花园的业主，2014年澜沧江啤酒集团云雪花园项目开始预售期房，我和许多业主一样按他们的要求付了房子的首付款项，26万元，这些钱全部都是靠贷款来付的，从2014年五月开始我每个月都还贷款2700元，但是事与愿违，云雪花园于2014年7月开始停工到至今，我们业主多次与啤酒集团云雪花园项目的负责人协商，至今无结果，我们业主大多数人都是已经人到中年，家里有老人要赡养，还有孩子要读书，都需要钱，可是云雪花园项目部房子也不盖，房款也不退，导致我月月向已有七十二岁年迈的老父亲借钱维持生活，内心痛苦不堪，有时也觉得这样活着有什么意思，自己不能赡养老人，不能抚养孩子，觉得无言以对家人，在此向您请求帮助，人民的书记帮帮我们吧！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
低层住户的心声！,已办理,城建 求助,匿***,2016-03-2316:37,尊敬的孙书记：听闻一楼用户花园将被划为绿化用地一事后，我们彻夜难眠，众所周知当时购房时一楼住户所付的购房均价和其他楼层无异！而临沧其他楼盘的一楼售价均比高层住户低，并且考虑到一层住户的采光不及高层住户，被盗抢系数比高层住户高，卫生及其他等诸多不利因素，都会提供一楼住户使用一定面积的花园作为补偿。我们在购房均价相同情况下购买了富丽家园小区，开发商划定了一定范围的面积作为对我们的补偿，对此我们没有异议。我们在遵循物业管理公司规定基础上，上报围建花园的统一样式并得到批复的情况下，许多业主已与装修公司签订围建合同并准备开工。恳请主管部门考虑我们一楼住户的切身利益，不听信极个别业主的一面之词。,中共临沧市委　孙青友,尊敬的孙书记：听闻一楼用户花园将被划为绿化用地一事后，我们彻夜难眠，众所周知当时购房时一楼住户所付的购房均价和其他楼层无异！而临沧其他楼盘的一楼售价均比高层住户低，并且考虑到一层住户的采光不及高层住户，被盗抢系数比高层住户高，卫生及其他等诸多不利因素，都会提供一楼住户使用一定面积的花园作为补偿。我们在购房均价相同情况下购买了富丽家园小区，开发商划定了一定范围的面积作为对我们的补偿，对此我们没有异议。我们在遵循物业管理公司规定基础上，上报围建花园的统一样式并得到批复的情况下，许多业主已与装修公司签订围建合同并准备开工。恳请主管部门考虑我们一楼住户的切身利益，不听信极个别业主的一面之词。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
不合理不合理,已办理,城建 求助,匿***,2016-03-1916:25,孙书记你好！我是富丽家园业主。在交房过程中发现部分问题，主要有：开发商存在问题：1、开发商超期交房；2、没有按照购房合同要求把钥匙交与业主，而是通过物业才能够拿到钥匙；3、1楼入户花园在购买房屋过程中没有说明划分给1楼业主使用 ，而实际上开发商采用砖墙围起给1楼业主使用，造成其他业主公共使用面积减少；4、天然气管道安装和电线杆存在较大安全隐患，需要进行整改。物业公司存在问题：1、物业公司没有通过招投标或业主委员会委托就直接进入小区进行进行管理，不符合相关规定；2、前期物业存在很多不合理收费，超出临沧市物业最高水平； 请孙书记解决富丽家园小区存在的问题。,中共临沧市委 孙青友,孙书记你好！我是富丽家园业主。在交房过程中发现部分问题，主要有：开发商存在问题：1、开发商超期交房；2、没有按照购房合同要求把钥匙交与业主，而是通过物业才能够拿到钥匙；3、1楼入户花园在购买房屋过程中没有说明划分给1楼业主使用 ，而实际上开发商采用砖墙围起给1楼业主使用，造成其他业主公共使用面积减少；4、天然气管道安装和电线杆存在较大安全隐患，需要进行整改。物业公司存在问题：1、物业公司没有通过招投标或业主委员会委托就直接进入小区进行进行管理，不符合相关规定；2、前期物业存在很多不合理收费，超出临沧市物业最高水平； 请孙书记解决富丽家园小区存在的问题。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
富丽家园业主的苦恼,已办理,城建 求助,匿***,2016-03-1817:07,孙书记，您好!我是富丽家园业主中的一员，3月7日接到富丽家园开发商的电话，通知交房，看房后，有众多疑问，1.通知交房，开发商拿不出各类验收证明和各类交房需要的手续；2.一个月物管费高达三千多元；3房屋不按合同上写的建造，窗户，纱窗，没有，地面不平；4本小区的人，停车要收停车费，一个小时两元；5.要交了物管费才给业主钥匙；6.买了车位，一个车位十多万，公摊就二十多个平方，一个月还要交四十元的费用。改善性住房，改善在哪里？众多问题，希望孙书记帮忙调查，调解。让我们一千多户人家能住上舒心的房屋。谢谢孙书记!,中共临沧市委　孙青友,孙书记，您好!我是富丽家园业主中的一员，3月7日接到富丽家园开发商的电话，通知交房，看房后，有众多疑问，1.通知交房，开发商拿不出各类验收证明和各类交房需要的手续；2.一个月物管费高达三千多元；3房屋不按合同上写的建造，窗户，纱窗，没有，地面不平；4本小区的人，停车要收停车费，一个小时两元；5.要交了物管费才给业主钥匙；6.买了车位，一个车位十多万，公摊就二十多个平方，一个月还要交四十元的费用。改善性住房，改善在哪里？众多问题，希望孙书记帮忙调查，调解。让我们一千多户人家能住上舒心的房屋。谢谢孙书记!,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
求助、临沧市富丽家园问题重重呀！求领导作主呀,已办理,城建 求助,匿***,2016-03-1817:07,孙书记：您好！我是改善性住房业主（富丽家园）自2月份通知交房至今有诸多疑问：1.小区未有合格、验收等材料要求未达到交房要求。2.小区各设施、设备未完善，有部分管道爆晒于露天。3.小区各楼层扶手合同上是不锈钢至今为何是铁制品。4.小区车位为何还要收取停车费？那小区各业主的公摊面积去哪了？5.小区业主住房面积不够？又去哪了？6.小区物业管理费用收取不合理？收费的依据又是什么？7.小区业主住房和购房合同上的住房图纸不一样？怎么解释？为营造和谐临沧、和谐小区。请书记为我们业主作主。谢谢！,中共临沧市委　孙青友,孙书记：您好！我是改善性住房业主（富丽家园）自2月份通知交房至今有诸多疑问：1.小区未有合格、验收等材料要求未达到交房要求。2.小区各设施、设备未完善，有部分管道爆晒于露天。3.小区各楼层扶手合同上是不锈钢至今为何是铁制品。4.小区车位为何还要收取停车费？那小区各业主的公摊面积去哪了？5.小区业主住房面积不够？又去哪了？6.小区物业管理费用收取不合理？收费的依据又是什么？7.小区业主住房和购房合同上的住房图纸不一样？怎么解释？为营造和谐临沧、和谐小区。请书记为我们业主作主。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
富丽家园业主的心声,已办理,城建 求助,匿***,2016-03-1816:24,书记，你好，我是富丽家园的业主，我们这小区虽为改善性住房，可物业收费太不合理了，一年下来都要交3千多元物管费，1楼的住户也要交电梯使用费，电梯也不坐为什么要交呢？还有我们每户物管每月还让我们交垃圾清运费，我们业主装修每家还要交2千元的装修押金，3个月才退，我们小区1千多家，每家2千元，那可是多少钱呀！物管可以拿这笔钱去干多少事了。以前我们住的小区都是装修完后就退的。请书记帮帮忙，关注一下我们老百姓呀为我们小区的业主提供一个合理公平的物管。,中共临沧市委　孙青友,书记，你好，我是富丽家园的业主，我们这小区虽为改善性住房，可物业收费太不合理了，一年下来都要交3千多元物管费，1楼的住户也要交电梯使用费，电梯也不坐为什么要交呢？还有我们每户物管每月还让我们交垃圾清运费，我们业主装修每家还要交2千元的装修押金，3个月才退，我们小区1千多家，每家2千元，那可是多少钱呀！物管可以拿这笔钱去干多少事了。以前我们住的小区都是装修完后就退的。请书记帮帮忙，关注一下我们老百姓呀为我们小区的业主提供一个合理公平的物管。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
咨询、投诉,已办理,城建 咨询,匿***,2016-03-1715:35,孙书记：您好！我是改善性住房业主（富丽家园）自2月份通知交房至今有诸多疑问：1.小区未有合格、验收等材料要求未达到交房要求。2.小区各设施、设备未完善，有部分管道爆晒于露天。3.小区各楼层扶手合同上是不锈钢至今为何是铁制品。4.小区车位为何还要收取停车费？那小区各业主的公摊面积去哪了？5.小区业主住房面积不够？又去哪了？6.小区物业管理费用收取不合理？收费的依据又是什么？7.小区业主住房和购房合同上的住房图纸不一样？怎么解释？为营造和谐临沧、和谐小区。请书记为我们业主作主。谢谢！,中共临沧市委　孙青友,孙书记：您好！我是改善性住房业主（富丽家园）自2月份通知交房至今有诸多疑问：1.小区未有合格、验收等材料要求未达到交房要求。2.小区各设施、设备未完善，有部分管道爆晒于露天。3.小区各楼层扶手合同上是不锈钢至今为何是铁制品。4.小区车位为何还要收取停车费？那小区各业主的公摊面积去哪了？5.小区业主住房面积不够？又去哪了？6.小区物业管理费用收取不合理？收费的依据又是什么？7.小区业主住房和购房合同上的住房图纸不一样？怎么解释？为营造和谐临沧、和谐小区。请书记为我们业主作主。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
富丽家园住房存在一系列问题,已办理,城建 投诉,匿***,2016-03-1616:55,书记你好，富丽家园近期电话通知物业进行交房。我们购房者去验收时候发现：房屋部分：1、房子建造未按合同要求建造；2、配套公共部分伟达到交房条件；3、未能提供相关合格交房材料；物业方面：前期物业存在很多不合理收费，地面公共车位属于小区公摊部分。物业进行收费是否合理；请书记关注富丽家园，给我们一个合理的居住环境。,中共临沧市委　孙青友,书记你好，富丽家园近期电话通知物业进行交房。我们购房者去验收时候发现：房屋部分：1、房子建造未按合同要求建造；2、配套公共部分伟达到交房条件；3、未能提供相关合格交房材料；物业方面：前期物业存在很多不合理收费，地面公共车位属于小区公摊部分。物业进行收费是否合理；请书记关注富丽家园，给我们一个合理的居住环境。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
公租房,已办理,医疗 咨询,匿***,2016-03-0810:31,本人杨春在2013就申请了公租房，到如今还没有分到，希望领导们帮查查看下是不是那里出错了。,中共临沧市委  孙青友,本人杨春在2013就申请了公租房，到如今还没有分到，希望领导们帮查查看下是不是那里出错了。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临沧市市区内公共厕所设施建议,已办理,城建 建言,匿***,2016-03-0613:54,希望市委、政府优化城市建设结构布局，增加一定数量的城市厕所（移动式、非移动式）建设力度。,中共临沧市委 孙青友,希望市委、政府优化城市建设结构布局，增加一定数量的城市厕所（移动式、非移动式）建设力度。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
讨要玉珠城血汗钱,已办理,三农 求助,匿***,2016-03-0513:57,孙书记，你好，我是临沧玉珠城的农民工，我在2014年在玉珠城做外墙，做工到现在已近两年了，到现在工资还一点消息都没有，打老板的电话也不接，求孙书记帮帮忙。,中共临沧市委 孙青友,孙书记，你好，我是临沧玉珠城的农民工，我在2014年在玉珠城做外墙，做工到现在已近两年了，到现在工资还一点消息都没有，打老板的电话也不接，求孙书记帮帮忙。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
乞求孙书记帮我们讨回血汗钱,已办理,三农 求助,匿***,2016-01-1416:46,孙书记，我是临沧玉珠城工地的农民工，我在2014年在玉珠城工地做工，去年过年的时候开发商说没钱，结果就给了我们一点路费叫我们回家等着，但是至今我们回家1年了依然没有得到一分钱，眼看马上又要过年，跪求孙书记百忙中抽出一点时间帮帮我拿回我的血汗钱，能像别人一样过一个团圆年,中共临沧市委  孙青友,孙书记，我是临沧玉珠城工地的农民工，我在2014年在玉珠城工地做工，去年过年的时候开发商说没钱，结果就给了我们一点路费叫我们回家等着，但是至今我们回家1年了依然没有得到一分钱，眼看马上又要过年，跪求孙书记百忙中抽出一点时间帮帮我拿回我的血汗钱，能像别人一样过一个团圆年,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
临沧重点招商项目严重恶意拖欠民工资,已办理,城建 求助,匿***,2016-01-1409:55,临沧耿马伟弘房地产公司韦荣辉，恶意拖欠农民工血汗钱，广西两个项目正常运转，云南项目拖欠各种农民工资，我等农民工多次寻求各级政府帮助却各种推脱，可怜的工友要钱没路竟走了极端，此项目并没有交农民工保证金，按理当地政府应该帮忙处理，却一次次的吃了闭门羹，恳求书记大人帮助处理，此项目是临沧的重点招商引资项目,中共临沧市委 孙青友,临沧耿马伟弘房地产公司韦荣辉，恶意拖欠农民工血汗钱，广西两个项目正常运转，云南项目拖欠各种农民工资，我等农民工多次寻求各级政府帮助却各种推脱，可怜的工友要钱没路竟走了极端，此项目并没有交农民工保证金，按理当地政府应该帮忙处理，却一次次的吃了闭门羹，恳求书记大人帮助处理，此项目是临沧的重点招商引资项目,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
我们也想通弹石路,已办理,三农 求助,匿***,2015-12-1013:14,尊敬的孙书记您好！在这里跟您留言，也是迫于无奈，毕竟山高皇帝远。留言是想恳请孙书记帮助协调解决我们云县忙怀乡拉弄村岭岗村民小组出行难的问题。十二五规划已近尾声，十三五规划正在谋划，回顾我们村五年来的发展，给我们的感觉额可以用一成不变来形容：不是发展的五年，是倒退的五年、是拖后腿的五年，最起码我们的道路还是五年前的老样子，我们的人畜饮水一如从前一样困难。夏天没水喝，雨天车没路（我们的路是多年前自己筹钱修建的，1.5公里左右，雨天摩托车、货车可以说是行驶在生命的悬崖上，饮水方面政府给过一个项目，豆腐渣工程，基本没用过，早已用不了，这些都可以安排人核实），我们只希望政府不要再把所有的项目都考虑在打造亮点上、放在沿街沿路一线上，致富的地方需要发展，可贫穷的地方更需要脱贫呀，我们也期盼城市里的生活，可现实又允许多少农民离开农村这片土地，离开了这片养育我们的土地，谁向城市里的人供粮。恳请十二五规划里没有给我们列入的项目不要再在十三五规划里把我们遗忘了，我们的紫胶产业没了、咖啡产业死了，道路不能再不通了，水不能再喝不上了，不然我们真的要死了。2016年是十三五开局之年，殷切希望我们的好书记孙书记能帮助我们贫穷的小村开个好头！！！,中共临沧市委  孙青友,尊敬的孙书记您好！在这里跟您留言，也是迫于无奈，毕竟山高皇帝远。留言是想恳请孙书记帮助协调解决我们云县忙怀乡拉弄村岭岗村民小组出行难的问题。十二五规划已近尾声，十三五规划正在谋划，回顾我们村五年来的发展，给我们的感觉额可以用一成不变来形容：不是发展的五年，是倒退的五年、是拖后腿的五年，最起码我们的道路还是五年前的老样子，我们的人畜饮水一如从前一样困难。夏天没水喝，雨天车没路（我们的路是多年前自己筹钱修建的，1.5公里左右，雨天摩托车、货车可以说是行驶在生命的悬崖上，饮水方面政府给过一个项目，豆腐渣工程，基本没用过，早已用不了，这些都可以安排人核实），我们只希望政府不要再把所有的项目都考虑在打造亮点上、放在沿街沿路一线上，致富的地方需要发展，可贫穷的地方更需要脱贫呀，我们也期盼城市里的生活，可现实又允许多少农民离开农村这片土地，离开了这片养育我们的土地，谁向城市里的人供粮。恳请十二五规划里没有给我们列入的项目不要再在十三五规划里把我们遗忘了，我们的紫胶产业没了、咖啡产业死了，道路不能再不通了，水不能再喝不上了，不然我们真的要死了。2016年是十三五开局之年，殷切希望我们的好书记孙书记能帮助我们贫穷的小村开个好头！！！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
云县澜沧江广场成烂尾楼,已办理,城建 求助,匿***,2015-12-0508:46,尊敬的孙书记： 您好！我是云县澜沧江广场的业主，这 些 日子我们业主是欲哭无泪，寝食难安，有家不 能 回。实在没有办法想通过孙书记帮我们200余户 业主作主， 我们害怕成了烂尾楼，我想书记也不希 望那样。我 们一辈的积蓄买套房子却是这样的结 局，我们所有 业主肯请孙书记一定还我们一个公道。,临沧市委 孙青友,尊敬的孙书记： 您好！我是云县澜沧江广场的业主，这 些 日子我们业主是欲哭无泪，寝食难安，有家不 能 回。实在没有办法想通过孙书记帮我们200余户 业主作主， 我们害怕成了烂尾楼，我想书记也不希 望那样。我 们一辈的积蓄买套房子却是这样的结 局，我们所有 业主肯请孙书记一定还我们一个公道。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市委书记杨浩东
"
