标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
唐镇中芯花园移动信号差,已办理,企业 投诉,匿***,2017-08-1218:50,领导好：可否百忙中关注下唐镇中芯花园小区移动信号差的问题，谢谢您！,浦东区委网信办,领导好：可否百忙中关注下唐镇中芯花园小区移动信号差的问题，谢谢您！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
浦东北路道具严重拥堵,已办理,交通 投诉,匿***,2017-08-0410:10,每天早上和晚上浦东北路与长江路和港城路那边道路严重拥堵，集卡声扰民。都1年了，你们管都不管，看都不看。,浦东区委网信办,每天早上和晚上浦东北路与长江路和港城路那边道路严重拥堵，集卡声扰民。都1年了，你们管都不管，看都不看。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
讨要农民工工资,已办理,就业 求助,孙***,2017-07-2007:43,我们从2016年2月到2017年1月，在远大宝钢工地的工资到现在一分钱都没有拿到，希望翁书记帮我们这三十多个农民工解决一下。,浦东区委网信办,我们从2016年2月到2017年1月，在远大宝钢工地的工资到现在一分钱都没有拿到，希望翁书记帮我们这三十多个农民工解决一下。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
南杨小区-南门私装地锁建议,已办理,城建 投诉,j***,2017-07-1908:17,领导您好：     我是上海市浦东新区南杨小区-南门的住户，地址位于：长清路773弄1-47、807弄1-35、837弄1-3号。因小区无地下停车库故采取先来先到的方法停车。但是最近小区有多起因私人用户为了方便自己而在无固定车位上安装地锁现象，一方面对其他住户不公，另一方面对安全也有隐患（因是一般过道行人走路极其不方便以防绊倒）。希望有关部门能撸起袖子加油干，积极采取行动拆除私装地锁，一同建设我们美好的社区环境而努力。谢谢领导百忙中查阅！,浦东区委网信办,领导您好：     我是上海市浦东新区南杨小区-南门的住户，地址位于：长清路773弄1-47、807弄1-35、837弄1-3号。因小区无地下停车库故采取先来先到的方法停车。但是最近小区有多起因私人用户为了方便自己而在无固定车位上安装地锁现象，一方面对其他住户不公，另一方面对安全也有隐患（因是一般过道行人走路极其不方便以防绊倒）。希望有关部门能撸起袖子加油干，积极采取行动拆除私装地锁，一同建设我们美好的社区环境而努力。谢谢领导百忙中查阅！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
出租车绕路投诉，希望能看到,已办理,交通 投诉,真***,2017-07-1908:05,我是从郑州飞到上海航班的一名乘客，到上海已经凌晨12点多了，然后我坐了一辆出租车，因为我不是上海人，也不知道从浦东机场到金杨路枣庄路的路。司机问我从哪个口下车，当时我就懵了，我一个外地人怎么知道从哪里走，在走途中，我用百度地图搜了一下，司机师傅竟然从罗山路那下的高架桥，绕了一大圈，本来从中环路那边下就可以的，但是司机师傅没有那么做。在途中我对司机师傅说:师傅你这路绕的不近啊！谁知道司机师傅很不友好的对我说他只认识这一条路！当时对于一个外地人来说是多么的无助！170的车费！！同一个区要这么多！,浦东区委网信办,我是从郑州飞到上海航班的一名乘客，到上海已经凌晨12点多了，然后我坐了一辆出租车，因为我不是上海人，也不知道从浦东机场到金杨路枣庄路的路。司机问我从哪个口下车，当时我就懵了，我一个外地人怎么知道从哪里走，在走途中，我用百度地图搜了一下，司机师傅竟然从罗山路那下的高架桥，绕了一大圈，本来从中环路那边下就可以的，但是司机师傅没有那么做。在途中我对司机师傅说:师傅你这路绕的不近啊！谁知道司机师傅很不友好的对我说他只认识这一条路！当时对于一个外地人来说是多么的无助！170的车费！！同一个区要这么多！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
浦东机场北噪音污染严重,待回复,城建 求助,匿***,2017-07-0708:08,尊敬的区长先生，我是浦东机场北噪音区的一位民众，多年来一直饱受飞机没日没夜噪音的影响，几个村的投诉也一直没有回音，这种环境实在太差了，希望得到有关部门的重视。,,,
浦东机场严重扰民,待回复,城建 投诉,浅***,2017-06-2515:48,我是浦东新区祝桥镇新东村一居民，随着浦东机场不断发展今年来航班越来越多，新东村就处于飞机降落的航道线下，飞机经过时不夸张的讲可能没几千米。对居民的生活已发生了严重的影响，只要飞机已经过噪音已经达到头疼的程度，房屋墙上墙体震落，信号严重已经达到无信号的程度。希望有关部门领导能重视这一民生问题，能让居民不要时时刻刻生活在这种严重干扰下，谢谢。,,,
川沙龙虾店占道运营扰民严重,已办理,城建 投诉,x***,2017-06-1809:12,尊敬的翁书记：        您好，位于浦东新区川沙镇妙境路与新德路交叉口的徐氏汉东龙虾店，长期占道非法运营，从晚上9点到凌晨4点，噪音声大，给周边居民日常生活造成极其严重影响。希望政府能解决这颗毒瘤，谢谢。,浦东区委网信办,尊敬的翁书记：        您好，位于浦东新区川沙镇妙境路与新德路交叉口的徐氏汉东龙虾店，长期占道非法运营，从晚上9点到凌晨4点，噪音声大，给周边居民日常生活造成极其严重影响。希望政府能解决这颗毒瘤，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
幼儿园入学,已办理,教育 投诉,匿***,2017-06-0309:16,我的房产在浦东新区春泉路45弄35号102，小朋友今年上幼儿园。根据《2017年浦东新区幼儿园招生入园实施意见》，招生原则第二条，相对就近，免试入园。浦东新区2017学年幼儿园招生工作应遵循“相对就近，免试入园”的原则。各级各类幼儿园在招生过程中不得组织任何形式的测试或考试，不得以所谓的测试成绩选拔和录取幼儿。我们接到东方幼儿园通知，于5月14日前往东方幼儿园报名，当天所有材料通过了审核。今天接到幼儿园电话说是被统筹到了唐镇幼儿园。希望东方幼儿园严格遵照政府文件执行，接收我们家小朋友入学！,浦东区委网信办,我的房产在浦东新区春泉路45弄35号102，小朋友今年上幼儿园。根据《2017年浦东新区幼儿园招生入园实施意见》，招生原则第二条，相对就近，免试入园。浦东新区2017学年幼儿园招生工作应遵循“相对就近，免试入园”的原则。各级各类幼儿园在招生过程中不得组织任何形式的测试或考试，不得以所谓的测试成绩选拔和录取幼儿。我们接到东方幼儿园通知，于5月14日前往东方幼儿园报名，当天所有材料通过了审核。今天接到幼儿园电话说是被统筹到了唐镇幼儿园。希望东方幼儿园严格遵照政府文件执行，接收我们家小朋友入学！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
投诉无门，请求帮助。,已办理,城建 投诉,匿***,2017-05-2814:20,东昌小区管理混乱，各种乱象从生，居民私装地锁，严重影响小区环境和居民人身安全，多次投诉毫无音信，热线平台流于形式，並越来越严重。万望翁书记在百忙当中关心此事，还居民安全环境，为全国文明城区复评打基础。谢谢！,浦东区委网信办,东昌小区管理混乱，各种乱象从生，居民私装地锁，严重影响小区环境和居民人身安全，多次投诉毫无音信，热线平台流于形式，並越来越严重。万望翁书记在百忙当中关心此事，还居民安全环境，为全国文明城区复评打基础。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
浦东机场飞机噪音扰民,待回复,环保 投诉,匿***,2017-05-2214:49,4月28日至今，浦东机场客机起飞后低空掠过惠南镇上空，巨大噪音严重干扰了惠南人民的安居生活。各相关部门漠视居民的相关投诉建议，情况依旧。望政府做相关协调，恢复飞行航路，机场起飞航空器在飞到大治河后转弯（那里基本上都是农田，居民稀少）飞行。,,,
赌博机泛滥,已办理,治安 投诉,匿***,2017-05-2214:35,杭区长，您好！我要举报金高路1088号，进去有个地下室，里面有赌博机，一天到晚来来往往很多人，据说参赌金额特别大，希望领导给予取缔，还华高一个稳定和谐的环境！,浦东区委网信办,杭区长，您好！我要举报金高路1088号，进去有个地下室，里面有赌博机，一天到晚来来往往很多人，据说参赌金额特别大，希望领导给予取缔，还华高一个稳定和谐的环境！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
赌博害人！我要举报,待回复,治安 投诉,匿***,2017-05-2214:22, 尊敬的领导你好，我要举报台儿庄路博兴路金桥翡翠地下室。暗藏赌博机，有人专门负责把风看门，是从小区车库进去地下室一楼，天天到晚来往人群不下上百，每日赌博金额高达几十万，希望领导给予重视并且取缔，还我们小区一个安全的生活环境！,,,
惠南镇飞机噪音扰民,待回复,交通 求助,匿***,2017-05-2214:19,惠南镇飞机噪音扰民问题严重，百姓正常生活已受到影响，上海的发展，浦东的发展不能完全不顾我们郊区人民的生活。希望领导能还民宁静。,,,
浦东新区惠南镇东南居民居住区飞机低空飞行扰民,待回复,交通 投诉,匿***,2017-05-2117:08,翁书记，从上个月（4月28日）起，浦东机场的飞机从惠南镇东南居民居住区低空飞行航空器噪音巨大，从早上六点左右到次日凌晨三四点一直有浦东机场的飞机起飞和降落，起飞和降落过程中飞机航空器产生的噪音非常大，使人夜里无法入眠，严重的影响了周围居民的生活和休息，希望翁书记能根据实际情况，和浦东机场航空部门沟通一下，能否改变一下飞机航道，不要从密集的居民区起飞和降落，麻烦你了，万分感谢。,,,
惠南镇南门车站附近管理混乱,已办理,其他 投诉,匿***,2017-05-2116:16,1、惠南镇南门车站附近几家电动车商铺长期跨门经营，行人只能走在自行车道上，他们还长期把收集的废旧电动车停在城南路403号北京银行门前的人行道上，最夸张的时候人行道上停三四排废旧车，导致人行道仅能一人通过。现在南门车站改造向内缩建，以后行人是要走到机动车道去吗？什么时候有人来管？2、南门车站到南园路路口的城南路上没有垃圾桶，导致城南路边的绿化带内长期有行人乱扔的垃圾。而附近的广衍路很短的距离里摆放了好几个垃圾桶，城南路作为主干道垃圾桶为什么这么少？,浦东区委网信办,1、惠南镇南门车站附近几家电动车商铺长期跨门经营，行人只能走在自行车道上，他们还长期把收集的废旧电动车停在城南路403号北京银行门前的人行道上，最夸张的时候人行道上停三四排废旧车，导致人行道仅能一人通过。现在南门车站改造向内缩建，以后行人是要走到机动车道去吗？什么时候有人来管？2、南门车站到南园路路口的城南路上没有垃圾桶，导致城南路边的绿化带内长期有行人乱扔的垃圾。而附近的广衍路很短的距离里摆放了好几个垃圾桶，城南路作为主干道垃圾桶为什么这么少？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
飞机噪音,待回复,环保 投诉,匿***,2017-05-2114:54,惠南镇上方的飞机噪音大大，休息天在家睡个午觉都不行，一分钟一架飞机在人口密集的小区上空飞过，声音还特别的大！天气也热吵得人心烦,,,
小区内飞机噪音扰民,待回复,环保 投诉,匿***,2017-05-2114:45,上海市浦东新区宣黄公路2585弄宝业万华城小区上方飞机噪声扰民严重，严重影响睡眠质量。以致恐后期出现严重健康问题。建议飞机改变航线,,,
惠南镇确实受飞机噪声污染严重。,待回复,交通 建言,匿***,2017-05-2114:37,希望政府调查原因，督促有关部门做出整改，还居民宁静的生活空间。,,,
民航客机严重扰民,待回复,交通 求助,匿***,2017-05-2114:23,自17年4月以来。我们惠南镇居民饱受浦东机场起飞飞机的轰鸣声干扰。特别是宣黄公路段。航班密度平均在1分钟一架。特别是到了晚上更加被吵的难以入睡。为什么浦东机场不选择大治河流域沿线居民密度低的地方飞行，而要选择人口密度特别稠密的惠南镇黄路居民区呢？或者也可以提前提前拉高飞机高度，相应减少噪音污染呢？请相关领导同志帮忙反应事实情况。谢谢。,,,
孩子要读书！,待回复,教育 求助,匿***,2017-05-2015:29,尊敬的上海市市长：您好！    我是住在上钢五村1号101是来沪打工的浙江省江山市陈村108号村民。    今年是我女儿陈x初中毕业，要参加随迁子女考试的。为了办证，相关手续我自去年9月份开始办，按照市政府的有关规定逐一办理，但街道对我们来说简直像个大衙门，门难进，事难办！部门间互相推诿，能一次性讲清的事他们是前不说，事后却说少点什么手续，下回又说还少什么手续，真是干部动动嘴，老百姓跑断了腿！跑了二十几次好不容易到5月5号才把手续基本办齐全，向学校报名到5.12就要截止，学校报考需要街道的证明，既然手续都已办了，只要证明一下想必是很简单的事情，不料为了一份证明又到处碰壁，按审核、查询、制证一大堆程序。这些我们事先都不知道，询问街道干部不是“我不清楚”就是说“你去问领导”。好不容易找到领导，领导却说“我这段时间生病带病上班，只上半天班”部门职能重叠，干部懒政，不作为，害苦了我们老百姓！    直到目前为止我还没拿到证明，而随迁子女考试日期已截止了，我女儿上海无法报考上学，老家的也错过了。她想不通前几日离家出走了，我找了好半天才找到，我们真是走投无路呀！    实在是无奈，我们只能打扰市长，求您百忙之中关心一下老百姓的疾苦，救救孩子，给孩子一个平等受教育的权利！                                                                                                                         余x霞女士                                                                                                                         2017.5.20                                                                                                                                                                                                                              ,,,
飞机低空扰民,待回复,其他 投诉,匿***,2017-05-2009:26,尊敬的领导，近一周内，不断有客机，低空经过宣黄公路2585弄宝业万华城，平均二三分钟一趟，噪声很大！本人已在该小区居住一年多，之前从未出现这种现象。请问是否有是新设航道？如果是新设行道，为何不避开居民集中区。该小区附近还有三所学校及其他小区，都不胜其扰，投诉无门，请领导百忙之中引起重视！,,,
飞机噪音苦不堪言 让人烦躁接近抑郁,待回复,其他 投诉,匿***,2017-05-2009:26,本人居住浦东新区惠南镇布鲁斯小镇，近期飞机低空飞行，噪音很大连窗子都不敢开！由于本是家庭主妇很少出门一天近几十次的低空飞行噪音实在让人烦躁，甚至让人出现忧郁暴躁现象，严重影响居民生活，睡眠，孩子学习，休息！,,,
惠南镇飞机噪音严重扰民,待回复,环保 投诉,匿***,2017-05-2005:38,4月底到现在，浦东机场飞机噪音严重影响我们正常生活，从早上六点到凌晨2 3点。我们惠南镇人口密集地区，为何突然有飞机航道呢？,,,
农民工的工资,待回复,就业 求助,匿***,2017-05-1915:43,我们从2016年2月到2017年1月，在远大宝钢工地的工资到现在一分钱都没有拿到，希望翁书记帮我们这三十多个农民工解决一下，,,,
大团弘夏电镀厂空气污染偷排,已办理,环保 投诉,匿***,2017-05-1914:28,大团弘夏电镀厂位于大泥公路139号，属高污染企业，位于居民密集区。经常性散发刺激气味，严重影响周边居民生活环境。甚至不正规操作，门窗大开时味道更重。现象存在多年，现在越发严重，居民多次投诉无果。请处置单位关切百姓，能有效处理。,浦东区委网信办,大团弘夏电镀厂位于大泥公路139号，属高污染企业，位于居民密集区。经常性散发刺激气味，严重影响周边居民生活环境。甚至不正规操作，门窗大开时味道更重。现象存在多年，现在越发严重，居民多次投诉无果。请处置单位关切百姓，能有效处理。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
大团弘夏电镀厂空气污染,已办理,环保 投诉,爱***,2017-05-1914:22,大团弘夏电镀厂位于大泥公路139号，属高污染企业，位于居民密集区。经常性散发刺激气味，严重影响周边居民生活环境。甚至不正规操作，门窗大开时味道更重。现象存在多年，现在越发严重，居民多次投诉无果。请处置单位关切百姓，能有效处理。,浦东区委网信办,大团弘夏电镀厂位于大泥公路139号，属高污染企业，位于居民密集区。经常性散发刺激气味，严重影响周边居民生活环境。甚至不正规操作，门窗大开时味道更重。现象存在多年，现在越发严重，居民多次投诉无果。请处置单位关切百姓，能有效处理。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
请问,已办理,环保 求助,润***,2017-05-1908:25,敬爱的领导，我是浦东大团镇的村民，在我镇海潮村1号港东侧万金路北侧30米有个牛粪加工厂，它原来在西侧，现在拆了又建在东侧，已经存在十几年，对水土气污染严重，影响周边几个村村民生活，望领导重视为感！感恩涕零。,浦东区委网信办,敬爱的领导，我是浦东大团镇的村民，在我镇海潮村1号港东侧万金路北侧30米有个牛粪加工厂，它原来在西侧，现在拆了又建在东侧，已经存在十几年，对水土气污染严重，影响周边几个村村民生活，望领导重视为感！感恩涕零。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
惠南禁止违章建筑仅仅是标语吗？,已办理,城建 投诉,匿***,2017-05-1816:47,布鲁斯小镇别墅乱搭建问题投诉很多年了至今无人解决。三层小楼竟然改四层。随意扩充。惠南城建到处贴标语禁止违章搭建。都是看的。影响整个小区的形象,浦东区委网信办,布鲁斯小镇别墅乱搭建问题投诉很多年了至今无人解决。三层小楼竟然改四层。随意扩充。惠南城建到处贴标语禁止违章搭建。都是看的。影响整个小区的形象,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
上海浦东新区昌硕科技附近夜市对面理发店黑幕,待回复,治安 投诉,1***,2017-05-1713:43,我在上海昌硕附近夜市对面巅峰之秀理发店，进去我明明说理头发，被敲诈勒索了298元，然后说要把我的头发做个发型，我头发太短我说不要，待会还要上班，又要几百元，太坑了。,,,
浦东区惠南镇人口密集区突增民航飞机噪音,待回复,环保 投诉,匿***,2017-05-1614:25,最近（从2017年4月28日晚开始）惠南镇人口密集区上空突然很多浦东机场民用飞机低空飞过，这在之前是从来没有过，上海市交委回复说是“由于天气原因和大飞机C919试飞等原因导致航班挤压，只能在周边盘旋后降落，飞行高度会在900米以上”，然而据惠南居民持续观察，以上并不是事实，在C919试飞过后，在连续晴好天气的日子里，飞过惠南镇的飞机依然很多，不降反增，从早上六点多开始到第二天凌晨的三、四点钟，飞机不停地在上空低空飞行，到晚上基本一分钟一架，十分密集。另外据观察，飞机也并不是要降落的而是刚刚从浦东机场起飞，在大仰角上升的过程中往右急转弯到惠南镇，到惠南镇的高度远远低于900米，可见附件图片，导致的噪音之大根本不让居民生活！根据《中华人民共和国环境噪声污染防治法》的规定，航空器噪声属于交通运输噪声，航空器噪声的污染防治是由民航部门实施监督管理。城市人民政府应当在航空器起飞、降落的净空周围划定限制建设噪声敏感建筑物的区域；然而惠南镇自古就是人口密集区，之前从未有航道，民航交通在新增航道或者改变航道，亦或者退一万步讲即使是盘旋等待降落，为何不规划一下绕开人口密集区，浦东机场飞机起降是完全有条件避开居民区，可靠海飞行不说，即使要走惠南，也可再往南几公里经大治河右转，那边都是农田人烟稀少可以大大减轻对居民的噪音影响，为何非要经人口密集的惠南镇飞过？在此谨代表惠南镇居民向政府提出以下诉求：1. 浦东机场飞机起飞之后往南多飞几公里从大治河右转绕开惠南人口密集区；2. 或者飞机飞经惠南镇之前先升到一定的高度，降低噪音影响；3. 或者飞机起飞后经由东海绕行避免影响居民。,,,
房产交易中心,待回复,其他 建言,匿***,2017-05-1317:35,希望整顿一下房产交易中心，实实在在为百姓办事，不要实实在在打官腔，为难老百姓为难1:我就是去办理退税（税收重新审定），由于我户口是北京集体户口，就在人才中心开的户籍证明，户籍卡及其首页复印件上都盖了人才中心的章，写了用途办理退税等，房产交易中心根本不认，一会儿说这个人才中心没听说过，一会儿说只认公安局的红章。实在不明白，办理贷款，居住证，积分等各种用途上，都用过同样此证明，就是房产交易中心最牛了，不让你办。除了这些也提交了身份证原件，上海居住证原件，人才积分单据，也可以现场直接跟北京人才中心打电话确认，哪一个不能证明我是是实实在在的一个人？在所有证件都齐全的情况下，就不认你是个人。为难2:当时给我办理的小姑娘人还是不错，只是看起来刚毕业，业务不熟悉，她说先给我办理，然后过几天把户籍卡补上，其实就是看一眼就可以了，不用排队…，她后面的一个资格比较老的阿姨就直接冲过来，我们只认公安局，你有吗，你有吗，没有，就回去…排了一上午的队，根本啥都不让你办理的态度！经过吵架后，最后说她让你先办后补就办吧，就趾高气扬的走了。幸好感谢那个办理窗口的小妹妹，要不然今天大早上来排队白跑一趟了。另外，给你说说北京的人才中心，实实在在感受到办事差距！人家听到我情况后，直接电话里说不要着急，看看能否本人不来的情况下、怎么直接把户籍卡借出快递，正常都是需要本人签字，写申请单…经过她们讨论后立马给我快递，后续让我补申请单快递他们，然后耐心告知户籍卡归还期限等一系列相关信息，由于我想知道快递号，对方等知道快递号后又给我来电话告知！人家是站在为我们办事的角度在工作，而上海浦东房产交易中心是站在为他们自己工作立场而做事，就是遵守上头的发下来规则，一字不差的合上规则，免得自己工作不保或是别给我工作添麻烦,,,
建筑,已办理,城建 咨询,匿***,2017-05-1317:10,我2014年申请了临时建筑40平，已建了38.9平方，也有土地管理部门开出的发票，也收去了土地是用费，现在村里面说我是违法建筑，要强拆除，请问尊敬的祖亮书记，这属于违章建筑吗！,浦东区委网信办,我2014年申请了临时建筑40平，已建了38.9平方，也有土地管理部门开出的发票，也收去了土地是用费，现在村里面说我是违法建筑，要强拆除，请问尊敬的祖亮书记，这属于违章建筑吗！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
飞机扰民多日，无人解决！,待回复,其他 投诉,匿***,2017-05-0914:38,惠南镇自2017年4月29日起每天每隔2-5分钟一班飞机，晚上12点也有，严重扰民，对居民生活和身心都带来了极大的不良影响，看到有人投诉，却至今没有相关部门解决此事，要求尽快解决。,,,
拆除违法锅炉，污水纳管，河道黑脏臭整治,已办理,环保 投诉,匿***,2017-05-0815:21,尊敬的书记同志：我是浦东新区惠南镇勤丰村居民，目前该区域为規划中的城中村改造区域，真因为如此（实际懒政的借口），该区城小锅炉（烧开水）达7个之多，河道黑脏臭垃圾满河（80年代开挖的新村河），污水迟迟未能纳管，垃圾堆圾如山，严重影响居民的生存环境。12345和本镇城填运行办都去反应过，总是踢皮球，以拆迁为挡箭牌。,浦东区委网信办,尊敬的书记同志：我是浦东新区惠南镇勤丰村居民，目前该区域为規划中的城中村改造区域，真因为如此（实际懒政的借口），该区城小锅炉（烧开水）达7个之多，河道黑脏臭垃圾满河（80年代开挖的新村河），污水迟迟未能纳管，垃圾堆圾如山，严重影响居民的生存环境。12345和本镇城填运行办都去反应过，总是踢皮球，以拆迁为挡箭牌。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
交通安全隐患,待回复,治安 咨询,匿***,2017-05-0711:37,沪南公路两旁都是卖卡车的，车型大，经常占道，绿化带各路口停的都是满满的，非常影响行人视线，经常发生进出车辆撞人事件，以前康桥派出所曾联合交警治理过，可是过后又死灰复燃，严重影响行人安全通行，请帮助治理,,,
浦东机场飞机声扰民,待回复,其他 投诉,匿***,2017-05-0111:21,从4月29日半夜开始，浦东机场单方修改航道，飞机轰鸣从惠南镇头顶飞过，噪声严重扰民，节假日无法休息，投诉无门已是3天 没有改善趋势，以前没有过 ，望政府还民宁静！,,,
杨南路灵岩南路马路边停车收费,已办理,交通 投诉,匿***,2017-04-2514:52,领导好！   我是浦东杨南路灵岩南路这边的普通商家，周边都是跟我一样的人，原来马路边上都有免费划线的车位，多年来一直是免费的，近期不知是哪个政府部门把此停车位改为收费，8元一小时，一天停下来要100块了，作为普通的工作者一天工资基本就没了，不知道这是否是合法的？政府领导能否体恤下民情，即使收费是否也能酌情考虑。谢谢！,浦东区委网信办,领导好！   我是浦东杨南路灵岩南路这边的普通商家，周边都是跟我一样的人，原来马路边上都有免费划线的车位，多年来一直是免费的，近期不知是哪个政府部门把此停车位改为收费，8元一小时，一天停下来要100块了，作为普通的工作者一天工资基本就没了，不知道这是否是合法的？政府领导能否体恤下民情，即使收费是否也能酌情考虑。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
违章建筑查处,已办理,城建 投诉,匿***,2017-04-2214:13,翁书记您好！此次来信举报航头镇沪南公路以西鹤鸣三组5296弄从1号人家一直到底，每家基本上都存在违章建筑；还有从国航大酒店直到航欣苑都存在大量违章建筑。而相比较沪南公路以东大量的违章建筑在去年大力度整治中消失形成了鲜明对比。希望我的谏言能给上海的违建整治尽一点绵薄之力。望有关部门予以查处！,浦东区委网信办,翁书记您好！此次来信举报航头镇沪南公路以西鹤鸣三组5296弄从1号人家一直到底，每家基本上都存在违章建筑；还有从国航大酒店直到航欣苑都存在大量违章建筑。而相比较沪南公路以东大量的违章建筑在去年大力度整治中消失形成了鲜明对比。希望我的谏言能给上海的违建整治尽一点绵薄之力。望有关部门予以查处！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
临港泥城镇宪法广场每晚扩音器唱歌声音爆响扰民,待回复,治安 投诉,匿***,2017-04-1821:04,一堆居民在泥城镇用大功率扩音器每晚6点半至9点唱歌扰民，声音传输距离达800米左右。非常生猛，声音如鬼哭狼嚎，希望有关部门介入管理规范文明娱乐。,,,
农民工维权,已办理,其他 求助,匿***,2017-04-1610:36,我的保险企业有几个月不给我买。我辞职之后维权受阻，只因手续不全不能受理。企业没有给我们签定合同，工资是以现金的形式发放的。所以我拿不出合同和工资流程。我只有一个我辞职时老板写的保证书。就因为我拿不出，他们所需要的手续我就不能维权吗？我们的权益就活该受到侵害吗？我们是农民工，我们没有知识，不懂法。请求政府能给予帮助和支持！,浦东区委网信办,我的保险企业有几个月不给我买。我辞职之后维权受阻，只因手续不全不能受理。企业没有给我们签定合同，工资是以现金的形式发放的。所以我拿不出合同和工资流程。我只有一个我辞职时老板写的保证书。就因为我拿不出，他们所需要的手续我就不能维权吗？我们的权益就活该受到侵害吗？我们是农民工，我们没有知识，不懂法。请求政府能给予帮助和支持！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
学生说住宿太差  房间异味太大,待回复,企业 投诉,匿***,2017-04-1415:34,市领导:        我是孩子的家长。昨天山东省曲阜市行知教育集团曲阜校区职业教育高铁班的十多位学生，实习安排到上海浦东机场所有餐厅工作，学生说住宿的房间很差劲，还异味大。请市委关注实习生！！,,,
祝桥镇施宏路上的音响扰民,已办理,治安 投诉,匿***,2017-04-1014:06,祝桥镇施宏路上的音响扰民，从早上9点开始，到晚上11点。尤其快鱼服装店，以及其楼上的火锅店。晚上根本睡不了觉。,浦东区委网信办,祝桥镇施宏路上的音响扰民，从早上9点开始，到晚上11点。尤其快鱼服装店，以及其楼上的火锅店。晚上根本睡不了觉。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
违章建筑,已办理,城建 求助,外***,2017-04-0213:10,书记您好.我要投诉上海市浦东新区羽山路公交公司677号679号681号683号685号687号689号违章门面，违章建筑1000平方左右，中漕浜河边绿化破坏严重，破坏形象.,浦东区委网信办,书记您好.我要投诉上海市浦东新区羽山路公交公司677号679号681号683号685号687号689号违章门面，违章建筑1000平方左右，中漕浜河边绿化破坏严重，破坏形象.,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		上海市 >
    
		浦东新区 >
    
	浦东新区区委书记翁祖亮
"
天台违建,待回复,城建 投诉,匿***,2017-03-3107:31,兰谷路和韵元路边上的绿城御园小区4单元1102室房东在天台违规搭建阳光房，就在顶楼处！请书记百忙之中查一下！,,,
