标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
为何文智三队应得的赔偿款一少再少！还迟迟不发,待回复,城建 求助,咪***,2019-01-2509:01,"尊敬的领导您好！我是文智三队居民！今年年初工程公司开始回迁！原金安医院那块地村长说可以每家每户分得五万左右！后来建设起来了又说是每户一万八！都快年底了一万八也不分下来！现在又说是每户一万元！请领导核实查证分到每家每户是多少钱！如若最开始说不分也没关系,然而现在一减再减钱也不分！心里难免会觉的不平衡！愿领导查证！万分感谢！",,,
丽江复华讨薪无望了吗？,待回复,就业 投诉,大***,2019-01-2507:45,我们是丽江复华度假世界酒吧街的员工已经劳动仲裁了，很多人劳动仲裁书过期了法院也起诉过了为什么什么有关部门都不能给我们处理？五险一金拖欠一年了影响就业也没人管？公司有资产在被变卖转移 我们拿着劳动仲裁书去请求资产冻结都处理不下来吗？全国打击老赖不包括丽江？我们很多人因为复华欠薪已经严重影响家庭了，车贷房贷还不起已经被告到法院了，如果丽江政府不能给我们处理 我们就只能去省政府寻求帮助了。,,,
请留住为基层服务的地方项目西部志愿者,已办理,就业 求助,杨***,2019-01-1812:55,我是2017年通过丽江市团委组织的统一考试进入地方项目志愿者，服务期将满两年，这两年我们为丽江的脱贫攻坚而助力，几乎都是白加黑，5加2的工作模式，这两年积累了丰富的基层工作经验，我们也想继续为永胜的基层服务和工作。但是，我们即将面临期满离岗再择业的考验，毕业两年之后再择业，对我们是极其不利的。所以，在此我希望在即将召开两会之际，希望丽江市委和市政府能够为我们地方项目志愿者出台相关的就业政策，让我们继续留在基层，服务基层。,丽江市书记市长信箱,我是2017年通过丽江市团委组织的统一考试进入地方项目志愿者，服务期将满两年，这两年我们为丽江的脱贫攻坚而助力，几乎都是白加黑，5加2的工作模式，这两年积累了丰富的基层工作经验，我们也想继续为永胜的基层服务和工作。但是，我们即将面临期满离岗再择业的考验，毕业两年之后再择业，对我们是极其不利的。所以，在此我希望在即将召开两会之际，希望丽江市委和市政府能够为我们地方项目志愿者出台相关的就业政策，让我们继续留在基层，服务基层。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
香丽高速十二标三工区拖欠民工工资,已办理,交通 求助,西***,2019-01-1108:59,尊敬的领导您好，我们十几个工人来自陕西，去年三月开始在香丽高速十二标三工区干活，去年年底在玉龙县劳动局的协调下拿到一部分工资，剩余的说今年去了再发，今年三月三工区领导通知我们开工，我们三月十日到的工地，可一直开不了工，一真等到四月=十号十二标才通知我们无条件退场，活不让干了可以，可去年的工资也没人管了，我们又找到劳动局，劳动局领导让我们把工资表交给他们，让我们回家等，说是六十个工作日给解决，我们是五月二十六号交的工资表可到了十月份了也没消息，给劳动局打电话他们说他们管不了移交到公安局了，公安局说在调查可到现在也没有个结果，马上就过年了我们实在等不起了，都说农民工工资要先行支付，可我们要个工资咋这么难呢，希望您在百忙之中能关心一下这事，帮帮我们，我们实在是走投无路了，我代表我们农民工谢谢您了。提前祝您全家新年快乐，万事如意。一群农民工，,玉龙县人力资源和社会保障局,尊敬的领导您好，我们十几个工人来自陕西，去年三月开始在香丽高速十二标三工区干活，去年年底在玉龙县劳动局的协调下拿到一部分工资，剩余的说今年去了再发，今年三月三工区领导通知我们开工，我们三月十日到的工地，可一直开不了工，一真等到四月=十号十二标才通知我们无条件退场，活不让干了可以，可去年的工资也没人管了，我们又找到劳动局，劳动局领导让我们把工资表交给他们，让我们回家等，说是六十个工作日给解决，我们是五月二十六号交的工资表可到了十月份了也没消息，给劳动局打电话他们说他们管不了移交到公安局了，公安局说在调查可到现在也没有个结果，马上就过年了我们实在等不起了，都说农民工工资要先行支付，可我们要个工资咋这么难呢，希望您在百忙之中能关心一下这事，帮帮我们，我们实在是走投无路了，我代表我们农民工谢谢您了。提前祝您全家新年快乐，万事如意。一群农民工，,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
泸沽湖已与我们联系并全额退款,已办理,旅游 感谢,f***,2019-01-1007:27,上次投诉的内容，泸沽湖方面已与我们联系，并全额退款，谢谢领导的支持，祝丽江旅游业越来越好。,丽江市书记市长信箱,上次投诉的内容，泸沽湖方面已与我们联系，并全额退款，谢谢领导的支持，祝丽江旅游业越来越好。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
泸沽湖旅游骗局,已办理,旅游 投诉,f***,2019-01-0914:09,尊敬的书记，我来自河北，我和老公选择云南度蜜月，本想度过一个美好的假期，可是我们被泸沽湖的人们骗了。我们是2019.01.06-01.07两天选择在泸沽湖旅游。导游第一天通过各种方式让我们对他产生了信任感，可是从第二天就开始一步一步让我们进入骗局，首先是早上安排的家访，讲述摩梭人的长寿，主要是玉器的使用，后来让我们支持地方贫困山区的孩子，推荐买银手镯，银腰带，银碗等等，不买导游还很凶，骂人的那种，我和老公本着做慈善的心情只买了一个手镯，价格大约是20元一克，后来得知已远远超过市场价。接下来就是药材了，路上导游告诉我们有一种药材可以治疗胃病，说自己就是这样治好的，说8块钱就可以，后来停车到一家超市，我因为胃不是很好，想着也不贵，买来试试，后来我们让销售人员弄了一点，他没有给我们称，就说得磨成末喝才好，还说磨会有损耗，让我们磨好后再称，还必须填写一个证明，这时候巧了，估计是一个托，和我们一起买，强烈要求磨一下，我们也跟着磨了，等到后面磨后再称，我们尽然买了不到三千块钱的东西，是8块钱1g，可是提前并没有人告诉我们，这个时候那个托还特别淡定的刷卡了4400走了，他买的故意比我们多，我老公比较爱面子，就也刷卡了，可是我们后来越想越不对，因为我们团里根本没有刚刚一起买药的大哥。云南一路上的美景，值得大家来，可是这样有意的欺骗是会寒了我们外地人的心，在网上看到您对别的被骗经历的处理，相信您一定会在泸沽湖旅游业的发展上做出最大的贡献，我们希望在药材那里可以全额退款，银镯子方面，希望领导进一步深入了解，是否为贫困的孩子做出了一份贡献。期待您的回复。,丽江泸沽湖管理局,尊敬的书记，我来自河北，我和老公选择云南度蜜月，本想度过一个美好的假期，可是我们被泸沽湖的人们骗了。我们是2019.01.06-01.07两天选择在泸沽湖旅游。导游第一天通过各种方式让我们对他产生了信任感，可是从第二天就开始一步一步让我们进入骗局，首先是早上安排的家访，讲述摩梭人的长寿，主要是玉器的使用，后来让我们支持地方贫困山区的孩子，推荐买银手镯，银腰带，银碗等等，不买导游还很凶，骂人的那种，我和老公本着做慈善的心情只买了一个手镯，价格大约是20元一克，后来得知已远远超过市场价。接下来就是药材了，路上导游告诉我们有一种药材可以治疗胃病，说自己就是这样治好的，说8块钱就可以，后来停车到一家超市，我因为胃不是很好，想着也不贵，买来试试，后来我们让销售人员弄了一点，他没有给我们称，就说得磨成末喝才好，还说磨会有损耗，让我们磨好后再称，还必须填写一个证明，这时候巧了，估计是一个托，和我们一起买，强烈要求磨一下，我们也跟着磨了，等到后面磨后再称，我们尽然买了不到三千块钱的东西，是8块钱1g，可是提前并没有人告诉我们，这个时候那个托还特别淡定的刷卡了4400走了，他买的故意比我们多，我老公比较爱面子，就也刷卡了，可是我们后来越想越不对，因为我们团里根本没有刚刚一起买药的大哥。云南一路上的美景，值得大家来，可是这样有意的欺骗是会寒了我们外地人的心，在网上看到您对别的被骗经历的处理，相信您一定会在泸沽湖旅游业的发展上做出最大的贡献，我们希望在药材那里可以全额退款，银镯子方面，希望领导进一步深入了解，是否为贫困的孩子做出了一份贡献。期待您的回复。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
希望为民,已办理,旅游 投诉,風***,2019-01-0615:22,尊敬的崔书记您好，我是山东的一名游客，14年12月去梦幻丽江旅游，每个景点之前导游都会鼓动我们购物，甚至说不买会告知丽江旅游社以后再也去不了游玩，我和同事也在丽江滇缅玉石城花了近俩月工资在导游帮助下，买了翡翠玉镯3218元，说升值，也可以调换，后来懂玉的朋友一看说值200元，本来想调换，谁知电话也打不通了是空号，一直想找解决方式，终于看到了这个网，为民做主的网，虽然钱不多，也是我们一分一秒辛辛苦苦赚的，我现在感觉就像诈骗，我申请退货退款，希望以后不要用这种方式进行交易，真货真价，我们更想买，希望领导解决问题，谢谢，事情不在大小，关键是意义。,丽江市工商局,尊敬的崔书记您好，我是山东的一名游客，14年12月去梦幻丽江旅游，每个景点之前导游都会鼓动我们购物，甚至说不买会告知丽江旅游社以后再也去不了游玩，我和同事也在丽江滇缅玉石城花了近俩月工资在导游帮助下，买了翡翠玉镯3218元，说升值，也可以调换，后来懂玉的朋友一看说值200元，本来想调换，谁知电话也打不通了是空号，一直想找解决方式，终于看到了这个网，为民做主的网，虽然钱不多，也是我们一分一秒辛辛苦苦赚的，我现在感觉就像诈骗，我申请退货退款，希望以后不要用这种方式进行交易，真货真价，我们更想买，希望领导解决问题，谢谢，事情不在大小，关键是意义。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
华丽高速中交二航局下属东旭劳务拖欠11人工资,已办理,就业 求助,付***,2019-01-0414:12,领导 你好  我是一名木工班组长，2018年3月6日 带农民工11人到丽江市羊见村华丽高速中交二航局下属东旭劳务干活，于2018年6月6日因雨季无法正常持续工作撤离退场。但东旭劳务大老板以各种理由不给我们结算。退场后我带工人去其他地方工作，多次打电话给袁建华，但他都是故意不接。并放言不会给我们付工资。今天我本人来到丽江去找到他，他任然不愿意结算，丝毫没有处理此事的意愿。现年关将至我们11人来到丽江讨厌要血汗钱。我们会去找劳动部门，但我们都是从很远的地方过来衣食住行昂贵，恳请领导督促相关部门快速处理。,古城区人力资源与社会保障局,领导 你好  我是一名木工班组长，2018年3月6日 带农民工11人到丽江市羊见村华丽高速中交二航局下属东旭劳务干活，于2018年6月6日因雨季无法正常持续工作撤离退场。但东旭劳务大老板以各种理由不给我们结算。退场后我带工人去其他地方工作，多次打电话给袁建华，但他都是故意不接。并放言不会给我们付工资。今天我本人来到丽江去找到他，他任然不愿意结算，丝毫没有处理此事的意愿。现年关将至我们11人来到丽江讨厌要血汗钱。我们会去找劳动部门，但我们都是从很远的地方过来衣食住行昂贵，恳请领导督促相关部门快速处理。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
12.29丽江手镯退货问题已解决,已办理,旅游 感谢,R***,2019-01-0115:17,尊敬的书记及工商局的各位领导：    您好，在12.29日我曾发帖求助领导关注我关于在景祥阁购买的黄龙玉手镯退款的事情。经各级领导的关注与帮助之下，该问题已经完美解决，今天已收到商家的退款。在此，我对云南省丽江市的相关部门的高速响应及妥善处理感到由衷的感谢。在此由衷祝愿丽江市的旅游环境越来越好，祝您身体康健！,丽江市书记市长信箱,尊敬的书记及工商局的各位领导：    您好，在12.29日我曾发帖求助领导关注我关于在景祥阁购买的黄龙玉手镯退款的事情。经各级领导的关注与帮助之下，该问题已经完美解决，今天已收到商家的退款。在此，我对云南省丽江市的相关部门的高速响应及妥善处理感到由衷的感谢。在此由衷祝愿丽江市的旅游环境越来越好，祝您身体康健！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
12.29在纳西景祥阁购买商品价格虚高,已办理,旅游 求助,R***,2018-12-3011:04,尊敬的书记：    您好，本人和老婆今天早上在景祥阁，因为当时时间紧迫以及在导购的说服下买了价格7580的黄龙玉手镯。然后经过专家鉴定才值几百块钱，虚高十几倍，本是想买给母亲的一份心意，但商品与期望的不符。商品由商家直接快递发往老家，联系销售人员后，销售人员表示快递在途无法召回。我会联系母亲不会签收快递，待快递自行退回。且商品及证书与收据分开，商品与证书在快递中，收据在我这里。由于今天在途去昆明，且商场服务电话于17:00后无法联系，我将明天将收据寄回。且于明天与客服联系售后问题。当商品、小票，证书都寄回去后，有点担心商家会收到货物后赖账，不退回金额给我，希望书记能够百忙之中抽出一点时间帮忙解决此事，谢谢啦！！！祝您身体康健！祝愿工作人员都能平安幸福！成长为越来越优秀的团队！,丽江市书记市长信箱,尊敬的书记：    您好，本人和老婆今天早上在景祥阁，因为当时时间紧迫以及在导购的说服下买了价格7580的黄龙玉手镯。然后经过专家鉴定才值几百块钱，虚高十几倍，本是想买给母亲的一份心意，但商品与期望的不符。商品由商家直接快递发往老家，联系销售人员后，销售人员表示快递在途无法召回。我会联系母亲不会签收快递，待快递自行退回。且商品及证书与收据分开，商品与证书在快递中，收据在我这里。由于今天在途去昆明，且商场服务电话于17:00后无法联系，我将明天将收据寄回。且于明天与客服联系售后问题。当商品、小票，证书都寄回去后，有点担心商家会收到货物后赖账，不退回金额给我，希望书记能够百忙之中抽出一点时间帮忙解决此事，谢谢啦！！！祝您身体康健！祝愿工作人员都能平安幸福！成长为越来越优秀的团队！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江高快物流费用偏高,已办理,企业 投诉,a***,2018-12-0708:34,崔书记您好，昨天我发了一件物流从昆明西部汽车客运站发班车到丽江高快客运站，箱子大小50x37x30cm，重量2kg，到丽江到付客运站收费为50元运费加，5元保管费，共计55元。费用确实偏高了，之前相同的物品从厦门发顺丰空运也就70元。当询问物流人员价格是怎么计算的，也不能说个可以然出来。望领导予以处理,丽江市交通运输局,崔书记您好，昨天我发了一件物流从昆明西部汽车客运站发班车到丽江高快客运站，箱子大小50x37x30cm，重量2kg，到丽江到付客运站收费为50元运费加，5元保管费，共计55元。费用确实偏高了，之前相同的物品从厦门发顺丰空运也就70元。当询问物流人员价格是怎么计算的，也不能说个可以然出来。望领导予以处理,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
关于大永高速占用永胜县期纳镇田房村村民山路,已办理,交通 求助,W***,2018-12-0117:51,尊敬的崔书记您好，我是一名永胜县期纳镇田房村的村民，大永高速本是一项慧及全县老百姓的民生工程，但是位于期纳镇文凤村委会田房村靠近西边山段的项目部却在占用全村村民上下山的道路后，不予恢复，不予另行修筑村民上下山的道路，而此山是全村村民一百多年以来的祖坟山，这么多年以来全靠这条路上下山，进行祭祖、放牧等生产生活，现在由于工程原因，直接切断了村民上下山的道路，让此山从此成为一座孤山，致老百姓的思想寄托和生产生活方式于不顾，工程方更是蛮横的说，叫村民们去钻高速路下面的排水涵洞上山，而村民们几次到镇政府投诉寻求解决方法，政府和工程方却互相推诿，政府说工程方负责修筑，工程方却说要有政府同意，一直得不到有效解决。在此，我谨代表全村村民，向政府求助，希望能充分考虑村民实际情况，给予修筑一条上下山的道路，来替代因高速路造成的道路破坏！,永胜县期纳镇,尊敬的崔书记您好，我是一名永胜县期纳镇田房村的村民，大永高速本是一项慧及全县老百姓的民生工程，但是位于期纳镇文凤村委会田房村靠近西边山段的项目部却在占用全村村民上下山的道路后，不予恢复，不予另行修筑村民上下山的道路，而此山是全村村民一百多年以来的祖坟山，这么多年以来全靠这条路上下山，进行祭祖、放牧等生产生活，现在由于工程原因，直接切断了村民上下山的道路，让此山从此成为一座孤山，致老百姓的思想寄托和生产生活方式于不顾，工程方更是蛮横的说，叫村民们去钻高速路下面的排水涵洞上山，而村民们几次到镇政府投诉寻求解决方法，政府和工程方却互相推诿，政府说工程方负责修筑，工程方却说要有政府同意，一直得不到有效解决。在此，我谨代表全村村民，向政府求助，希望能充分考虑村民实际情况，给予修筑一条上下山的道路，来替代因高速路造成的道路破坏！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
老百姓急需处理的水污染问题！,已办理,环保 求助,木***,2018-11-3009:53,"领导您好！        我是丽江市永胜县大安乡宝坪村杨家湾的村民。宝坪铜厂一直使用大量硫酸提取矿石中含有的铜,但是他们的处理工艺好像存在问题,为什么这么说呢？下面我将对此事进行详细的阐述:自2016年以来,杨家湾饮用水源点开始溢出含有硫酸的水,据村民杨大哥反映:当时的水都将他家用的木瓢都给腐蚀坏了。河流中的水颜色就像淘米水一样，可想而知当时的情况是多么危险。根据村民描述铜厂的作业大多是露天生产作业,四周的防护围栏措施严重不足,导致硫酸从土壤渗透到地下水源严重污染低海拔居民的生产生活用水,所以严重的影响了周边居民的生活,造成附近村民饮水安全得不到保障,更加明显的是沿河道有两个养鱼的场，第一次含有硫酸水涌出的时候，鱼几乎全部死了；第二次还好管理人员发现及时只是死了少部分。我们将相关情况反应给村委会,村委会将我们反应的情况上报于当地政府,政府对我们所反应的问题是要我们等到2019年以后在进行妥善处理。但是我想问一下：那可是水！是每个人必须要喝的水！人命关天的事情能等吗？再者，村民已经找不到安全的水源点了！现在村民只能喝着含有硫酸的水，如若再不尽快处理的话，真会有人砷中毒的！到时候在追究任何人的责任都没有用了！(现在有的村村民因为交通不便也只能喝着不健康的水，有的则用一个水桶去另外一个村提水来喝)所以我请求环境监察部门对我所述的相关情况给予以调查并妥善处理。恳请政府以及环保局各位领导针对我反应的相关情况:一、派遣调查小组对宝坪铜厂的污染进行调查。二、调查完结对本投诉进行批复并回复投诉人。三、尽快对宝坪村水环境污染进行测评。四、主持宝坪村民和宝坪铜厂协商解决办法并落实到位。让我们能够喝上安全健康的生命之水,谢谢!                                                        投诉人：由于这里是公开可见的我便不留联系方式在此，如有工作人员看到的话请回复我一个收件地址，我方可将更全面的资料详细发送至贵部门办公室！                                                                                     谢谢！",永胜县环境保护局,"领导您好！        我是丽江市永胜县大安乡宝坪村杨家湾的村民。宝坪铜厂一直使用大量硫酸提取矿石中含有的铜,但是他们的处理工艺好像存在问题,为什么这么说呢？下面我将对此事进行详细的阐述:自2016年以来,杨家湾饮用水源点开始溢出含有硫酸的水,据村民杨大哥反映:当时的水都将他家用的木瓢都给腐蚀坏了。河流中的水颜色就像淘米水一样，可想而知当时的情况是多么危险。根据村民描述铜厂的作业大多是露天生产作业,四周的防护围栏措施严重不足,导致硫酸从土壤渗透到地下水源严重污染低海拔居民的生产生活用水,所以严重的影响了周边居民的生活,造成附近村民饮水安全得不到保障,更加明显的是沿河道有两个养鱼的场，第一次含有硫酸水涌出的时候，鱼几乎全部死了；第二次还好管理人员发现及时只是死了少部分。我们将相关情况反应给村委会,村委会将我们反应的情况上报于当地政府,政府对我们所反应的问题是要我们等到2019年以后在进行妥善处理。但是我想问一下：那可是水！是每个人必须要喝的水！人命关天的事情能等吗？再者，村民已经找不到安全的水源点了！现在村民只能喝着含有硫酸的水，如若再不尽快处理的话，真会有人砷中毒的！到时候在追究任何人的责任都没有用了！(现在有的村村民因为交通不便也只能喝着不健康的水，有的则用一个水桶去另外一个村提水来喝)所以我请求环境监察部门对我所述的相关情况给予以调查并妥善处理。恳请政府以及环保局各位领导针对我反应的相关情况:一、派遣调查小组对宝坪铜厂的污染进行调查。二、调查完结对本投诉进行批复并回复投诉人。三、尽快对宝坪村水环境污染进行测评。四、主持宝坪村民和宝坪铜厂协商解决办法并落实到位。让我们能够喝上安全健康的生命之水,谢谢!                                                        投诉人：由于这里是公开可见的我便不留联系方式在此，如有工作人员看到的话请回复我一个收件地址，我方可将更全面的资料详细发送至贵部门办公室！                                                                                     谢谢！","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
丽江市永执策划工作室拖欠劳动报酬,已办理,就业 求助,愈***,2018-11-2712:41,"尊敬的领导，您好！我本人毕业后应聘到一家叫永执策划工作室的企业上班，永执策划工作室该家企业统一社会信用代码：92530702MA6KJE4114,  开始时企业的法定代表人说一个月底薪1700元，另外业务提成是10%。到发工资的时候没见到法定代表人本人，上班3个多月，结果持续3个多月没发工资，寄希望后面能发，向企业法定代表人要过几次未果，我本人觉得无奈又无助，恳请领导能够给予解决",古城区人力资源与社会保障局,"尊敬的领导，您好！我本人毕业后应聘到一家叫永执策划工作室的企业上班，永执策划工作室该家企业统一社会信用代码：92530702MA6KJE4114,  开始时企业的法定代表人说一个月底薪1700元，另外业务提成是10%。到发工资的时候没见到法定代表人本人，上班3个多月，结果持续3个多月没发工资，寄希望后面能发，向企业法定代表人要过几次未果，我本人觉得无奈又无助，恳请领导能够给予解决","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
云遇集团恶意拖欠工资,已办理,就业 求助,姚***,2018-11-2508:49,领导，您好！本人于五月份到云遇集团旗下银器馆上班，七月份通知停业整顿，五六月份都没有发工资。虽然只有两个月的，却是我本本分分上班所得的。之前一直说会发，现在都十一月底了，至今没有见到一分钱。马上就过年了，真不知道再这样拖欠下去是不是就没有了。本人上有老下有小，真心恳求领导能帮帮我。,丽江市人力资源与社会保障局,领导，您好！本人于五月份到云遇集团旗下银器馆上班，七月份通知停业整顿，五六月份都没有发工资。虽然只有两个月的，却是我本本分分上班所得的。之前一直说会发，现在都十一月底了，至今没有见到一分钱。马上就过年了，真不知道再这样拖欠下去是不是就没有了。本人上有老下有小，真心恳求领导能帮帮我。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
云南丽江遭受欺骗，退货无门,已办理,旅游 投诉,寒***,2018-11-1817:06,"领导，您好，云南是个美丽的地方，我家人报团参加了云南丽江旅游，本来是件愉快的事情，可是我父母却在导游鼓动下 给他们洗脑，诱导他们去购买翡翠。我家人在2016年3月27日来到云南，导游带领他们去丽江滇缅玉石城购物，并购买了翡翠。当时我父母准备买个2000多的，工作人员和我父母说让选3000元以上的，说不喜欢，什么时候都可以换或者公司回购回来，并且每年以10%递增，有保值价值，我父母说可以退吗，工作人员说:您不喜欢，我们公司随时都可以给您回购，而且还递增10%,等于给您退了是一样的，而且还多10%,于是我父母就挑了3000元以上的，购买了2个手镯，总共花了10000元，看见我父母购买后，在我父母的带领下，大家都听到福利这么好，随时可以换货和回购，还有10%增值，我家亲戚和团里的人都纷纷购买，一下就购买了38万多的玉石，大概有20多人都购买了.大家都说这个福利确实不错，不坏的话不喜欢随时回购，还可以换别的货，很人性化！结果回到北京后，我们就很放心收起来没有佩带，父母说不喜欢公司说随时都可以10%回购，我们就没有去鉴定，想这样的承诺肯定没问题。今年拿出来正好和别的首饰一起去鉴定，我们都非常气愤，万元手镯竟然质量很差，价格高的离谱，一共买了2个手镯10000元，拿到珠宝专柜和鉴定机构鉴定 价格高的十倍不止，难道云南就这么对待旅游消费者，滇缅玉石城价格虚高，导游和商场勾结从中谋取利益。于是准备与商家协商回购，不要了！结果打电话却发现电话是空号，我们拨打了当地的0888-114居然都没有登记，网址也没有联系方式，这么大的店面，这不是欺骗老人家吗，我父母也非常着急，说怎么会联系不上呢！现在我们没有办法，都联系不上商家，也没办法让他们回购，我们现在要求商家全额退款，也不需要以10%回购，我们也不占便宜，希望您能尽快给我们百姓解决问题，让我们重拾对云南丽江的信心，也希望您关注下诱导消费，安排旅游执法部门介入管理，期待你的答复，谢谢。已给云南省省委书记留言，现再给您留言一封，希望对滇缅玉石城退货一事能落实到地方，加快处理，尽快给我们退款，谢谢",丽江市工商局,"领导，您好，云南是个美丽的地方，我家人报团参加了云南丽江旅游，本来是件愉快的事情，可是我父母却在导游鼓动下 给他们洗脑，诱导他们去购买翡翠。我家人在2016年3月27日来到云南，导游带领他们去丽江滇缅玉石城购物，并购买了翡翠。当时我父母准备买个2000多的，工作人员和我父母说让选3000元以上的，说不喜欢，什么时候都可以换或者公司回购回来，并且每年以10%递增，有保值价值，我父母说可以退吗，工作人员说:您不喜欢，我们公司随时都可以给您回购，而且还递增10%,等于给您退了是一样的，而且还多10%,于是我父母就挑了3000元以上的，购买了2个手镯，总共花了10000元，看见我父母购买后，在我父母的带领下，大家都听到福利这么好，随时可以换货和回购，还有10%增值，我家亲戚和团里的人都纷纷购买，一下就购买了38万多的玉石，大概有20多人都购买了.大家都说这个福利确实不错，不坏的话不喜欢随时回购，还可以换别的货，很人性化！结果回到北京后，我们就很放心收起来没有佩带，父母说不喜欢公司说随时都可以10%回购，我们就没有去鉴定，想这样的承诺肯定没问题。今年拿出来正好和别的首饰一起去鉴定，我们都非常气愤，万元手镯竟然质量很差，价格高的离谱，一共买了2个手镯10000元，拿到珠宝专柜和鉴定机构鉴定 价格高的十倍不止，难道云南就这么对待旅游消费者，滇缅玉石城价格虚高，导游和商场勾结从中谋取利益。于是准备与商家协商回购，不要了！结果打电话却发现电话是空号，我们拨打了当地的0888-114居然都没有登记，网址也没有联系方式，这么大的店面，这不是欺骗老人家吗，我父母也非常着急，说怎么会联系不上呢！现在我们没有办法，都联系不上商家，也没办法让他们回购，我们现在要求商家全额退款，也不需要以10%回购，我们也不占便宜，希望您能尽快给我们百姓解决问题，让我们重拾对云南丽江的信心，也希望您关注下诱导消费，安排旅游执法部门介入管理，期待你的答复，谢谢。已给云南省省委书记留言，现再给您留言一封，希望对滇缅玉石城退货一事能落实到地方，加快处理，尽快给我们退款，谢谢","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
我想有个家,已办理,城建 求助,匿***,2018-10-3114:13,我是丽江市永胜县三川镇梁官村的村民彪红双我在2012年就申请宅基地到现在一直沒有回音，我是在2009年分户的，本村在我后面俩年申请的都批了也建了新房，我现借住的房子是弟弟家的xx房一间大概有12平米左右，女儿已经12岁了我们一家三囗实在沒有住处，去了几次村委会都说安排不了，现在又面临房屋确权快要结束我连宅基地都没有。我该怎么办？,永胜县三川镇,我是丽江市永胜县三川镇梁官村的村民彪红双我在2012年就申请宅基地到现在一直沒有回音，我是在2009年分户的，本村在我后面俩年申请的都批了也建了新房，我现借住的房子是弟弟家的xx房一间大概有12平米左右，女儿已经12岁了我们一家三囗实在沒有住处，去了几次村委会都说安排不了，现在又面临房屋确权快要结束我连宅基地都没有。我该怎么办？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
永胜大安宝坪黑龙潭水被硫酸严重污染,已办理,环保 投诉,指***,2018-10-1415:20,永胜县大安乡宝坪黑龙潭的水被硫酸污染，污染源头是宝坪铜业的废硫酸，附近村的河流已被污染很多年，该村饮用水多年未得解决，现宝坪最主要的河流黑龙潭被污染，杨家湾村自古以来就是饮用黑龙潭水，如今河流变成“牛奶河”，在下面养殖的三文鱼也大片死亡，严重破坏了当地的生态平衡，希望能得以解决！,永胜县环境保护局,永胜县大安乡宝坪黑龙潭的水被硫酸污染，污染源头是宝坪铜业的废硫酸，附近村的河流已被污染很多年，该村饮用水多年未得解决，现宝坪最主要的河流黑龙潭被污染，杨家湾村自古以来就是饮用黑龙潭水，如今河流变成“牛奶河”，在下面养殖的三文鱼也大片死亡，严重破坏了当地的生态平衡，希望能得以解决！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
永执策划工作室拖欠工资已经解决,已办理,就业 感谢,陌***,2018-10-1210:53,感谢政府提供这么好的一个平台，在感谢那么多部门的领导。公司方已经和我沟通，工资拖欠问题已经得到解决，对公司的答复很满意！各位工作人员辛苦了！,丽江市书记市长信箱,感谢政府提供这么好的一个平台，在感谢那么多部门的领导。公司方已经和我沟通，工资拖欠问题已经得到解决，对公司的答复很满意！各位工作人员辛苦了！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		丽江市 >
    
	丽江市委书记崔茂虎
"
