标题,状态,领域,用户名,时间,内容,回复单位,回复内容,回复时间
请关注永德县县城道路停车收费不规范的问题,已办理,城建 建言,永***,2018-01-0818:46,市长同志你好，去年10月开始永德县为缓解县城停车压力开始了停车收费，相关部门还到处去学习取经，但实际开始收费了，却发现和别的地方不一样，和临翔区就不一样，我们这里全部都是工人带着个秒表，拿着些不规范的收据站在路边收费，收了费也不给正规发票或收据，没收到费的和收到费的都是同一种票，真不知道收到的钱最后是进了个人口袋还是进了国家口袋，还有就是人工用秒表收费，收费时间上有争议也无法理论啊，收费的随便按个秒表说我在某某路段停车一个小时我就得认了。会不会到最后钱进了个人或企业口袋，然后又跟政府说没收到钱，亏了，还让政府补贴呢？请领导关注一下吧。,临沧市政府办,市长同志你好，去年10月开始永德县为缓解县城停车压力开始了停车收费，相关部门还到处去学习取经，但实际开始收费了，却发现和别的地方不一样，和临翔区就不一样，我们这里全部都是工人带着个秒表，拿着些不规范的收据站在路边收费，收了费也不给正规发票或收据，没收到费的和收到费的都是同一种票，真不知道收到的钱最后是进了个人口袋还是进了国家口袋，还有就是人工用秒表收费，收费时间上有争议也无法理论啊，收费的随便按个秒表说我在某某路段停车一个小时我就得认了。会不会到最后钱进了个人或企业口袋，然后又跟政府说没收到钱，亏了，还让政府补贴呢？请领导关注一下吧。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
请政府帮忙处理下露天烧烤油烟的问题,已办理,城建 求助,烧***,2017-12-2008:01,尊敬的市长：      您好！希望您在百忙之中抽一点时间读读我们的心声，我是临翔区凯龙名聚苑的住户，在1栋和8栋楼底下有人晚上露天卖烧烤，我们也向城管投诉，但每天晚上露天烧烤摊依然还在经营，油烟问题真的影响了我们的工作、学习和生活，使我们每天晚上难以入睡，直到3、4点收摊之后才能入眠，我是一名孕妇，每天晚上闻着油烟味，我真的身心俱惫，孩子会健康吗？我们还有老人、小孩，真的每天晚上在自己的家还要戴口罩，我真的无能为力，我好不容易买了一套房子，家本来应该是休息的场所，而我们真的无处可逃。我也在这个平台看到过你们成功的处理过土锅寨小咪中喳饭店后边寨子里卖烧烤的案例，希望你们尽快的帮处理一下，因为现在露天烧烤很少卖了，那里吃的人又很多，我们真的是没有办法才向您请求帮助，也许我的心声审核不通过，但我还是会给您们继续请求帮助的，乞求您们了！,临沧市政府办,尊敬的市长：      您好！希望您在百忙之中抽一点时间读读我们的心声，我是临翔区凯龙名聚苑的住户，在1栋和8栋楼底下有人晚上露天卖烧烤，我们也向城管投诉，但每天晚上露天烧烤摊依然还在经营，油烟问题真的影响了我们的工作、学习和生活，使我们每天晚上难以入睡，直到3、4点收摊之后才能入眠，我是一名孕妇，每天晚上闻着油烟味，我真的身心俱惫，孩子会健康吗？我们还有老人、小孩，真的每天晚上在自己的家还要戴口罩，我真的无能为力，我好不容易买了一套房子，家本来应该是休息的场所，而我们真的无处可逃。我也在这个平台看到过你们成功的处理过土锅寨小咪中喳饭店后边寨子里卖烧烤的案例，希望你们尽快的帮处理一下，因为现在露天烧烤很少卖了，那里吃的人又很多，我们真的是没有办法才向您请求帮助，也许我的心声审核不通过，但我还是会给您们继续请求帮助的，乞求您们了！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
街子天市场混乱,已办理,城建 投诉,啊***,2017-12-1415:57,尊敬的市长:   自政府相关部门发文迁移批发市场的街子天集市后，一到街子天，批发市场A栋区域就成了集市一团乱。好好的批发市场，变成了没有管理的集市。相关部门踢皮球都不管。既然都不管:1.发文迁移街子天集市干什么?          2.政府花钱改造批发市场干什么？          3.城管装摸做样的在批发市场周围做表面功夫干什么？,临沧市政府办,尊敬的市长:   自政府相关部门发文迁移批发市场的街子天集市后，一到街子天，批发市场A栋区域就成了集市一团乱。好好的批发市场，变成了没有管理的集市。相关部门踢皮球都不管。既然都不管:1.发文迁移街子天集市干什么?          2.政府花钱改造批发市场干什么？          3.城管装摸做样的在批发市场周围做表面功夫干什么？,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
商贸城小区被自来水厂停水,已办理,城建 求助,李***,2017-10-2714:10,张市长，我是临沧临翔区商贸城住户，本小区自交房以来一直由开发商临沧鑫鑫房地产代收水费，小区住户按时交纳水费给开发商。但临翔区自来水公司不经了解情况，以开发商欠交水费为由擅自断停小区自来水供水，已造成群众的生产生活严重影响，至今仍不供水且不向住户通报停水原因，以及寻求解决方案。望市长给予重视。,临沧市政府办,张市长，我是临沧临翔区商贸城住户，本小区自交房以来一直由开发商临沧鑫鑫房地产代收水费，小区住户按时交纳水费给开发商。但临翔区自来水公司不经了解情况，以开发商欠交水费为由擅自断停小区自来水供水，已造成群众的生产生活严重影响，至今仍不供水且不向住户通报停水原因，以及寻求解决方案。望市长给予重视。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
泥泞道路,已办理,交通 求助,a***,2017-10-1512:05,尊敬的市长:            您好！我是南屏社区19组，大田村的一名普通老百姓，因看到你任市长后帮老百姓解决了许多难题，才给你写了这封信。我们大田村离市区只有五公里路，可是不知道为什么路一直那么烂，这里有着一百多户村民，我们大田村因没什么重要的厂业，这里的村民都的只靠着到市区打工和买菜为生的底层老百姓，每天往返于这条唯一通往市区泥泞道路，村民是有苦说不出，下雨天出行很困难，希望市长您能在百忙之中抽出时间看到老百姓的呼声，感谢！下面有几张我们这条路照片，您也可以实地考察，再次感谢！,临沧市政府办,尊敬的市长:            您好！我是南屏社区19组，大田村的一名普通老百姓，因看到你任市长后帮老百姓解决了许多难题，才给你写了这封信。我们大田村离市区只有五公里路，可是不知道为什么路一直那么烂，这里有着一百多户村民，我们大田村因没什么重要的厂业，这里的村民都的只靠着到市区打工和买菜为生的底层老百姓，每天往返于这条唯一通往市区泥泞道路，村民是有苦说不出，下雨天出行很困难，希望市长您能在百忙之中抽出时间看到老百姓的呼声，感谢！下面有几张我们这条路照片，您也可以实地考察，再次感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
泥泞道路,已办理,交通 求助,9***,2017-10-1509:07,尊敬的张市长，您好！我是南屏社区大田村的一名普通老百姓，因看到你任市长后帮老百姓解决了许多难题，才给你写了这封信。我们大田村离市区只有五公里路，可是不知道为什么路一直那么烂，这里有着一百多户村民，我们大田村因没什么重要的厂业，这里的村民都的只靠着到市区打工和买菜为生的底层老百姓，每天往返于这条唯一通往市区泥泞道路，村民是有苦说不出，下雨天出行很困难，希望市长您能在百忙之中抽出时间看到老百姓的呼声，感谢！下面有几张我们这条路照片，您也可以实地考察，再次感谢！,临沧市政府办,尊敬的张市长，您好！我是南屏社区大田村的一名普通老百姓，因看到你任市长后帮老百姓解决了许多难题，才给你写了这封信。我们大田村离市区只有五公里路，可是不知道为什么路一直那么烂，这里有着一百多户村民，我们大田村因没什么重要的厂业，这里的村民都的只靠着到市区打工和买菜为生的底层老百姓，每天往返于这条唯一通往市区泥泞道路，村民是有苦说不出，下雨天出行很困难，希望市长您能在百忙之中抽出时间看到老百姓的呼声，感谢！下面有几张我们这条路照片，您也可以实地考察，再次感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
噪音污染严重扰民,已办理,环保 求助,随***,2017-10-1114:35,尊敬的张市长：感谢您在百忙之中倾听一个老百姓的心声！本人是往在临翔区的一名普通老百姓，对能生活在这么一个绿色美丽的城市感到自豪，却偏偏因为一些不和谐的因素，成为我们日常生活中的困扰。临沧缅临烧烤城位于世纪路滇西科技师范学院路口(原老消防支队办公地），烧烤城都是晚上营业，从7点开始震耳欲聋的音响声、唱歌声响彻方圆百米，在没在任何隔音效果的情况下一直吵闹到夜里10点，严重影响到周边群众的正常生活和休息，特别是娃娃和老人，而且声音越放越大（刚开始还不是太震耳），曾多次将问题反映市城建局和市环保局，但都因职责划分和处罚权的问题互相推诿，没有得到任何一方的明确答复和解决问题。长期遭受噪音骚扰，老人心脏不好，娃娃上学需要早睡，对我们身心都造成严重影响。我们的临沧是大美临沧，山美、水美、环境美，人居环境更应该美，而且现在正在提倡改善人居环境，改善噪音污染也是提升人居环境的一个重要方面。恳请张市长为我们老百姓做主，帮助我们解决长期困扰的噪音扰民问题，让老百姓的生活越来越美好！,临沧市政府办,尊敬的张市长：感谢您在百忙之中倾听一个老百姓的心声！本人是往在临翔区的一名普通老百姓，对能生活在这么一个绿色美丽的城市感到自豪，却偏偏因为一些不和谐的因素，成为我们日常生活中的困扰。临沧缅临烧烤城位于世纪路滇西科技师范学院路口(原老消防支队办公地），烧烤城都是晚上营业，从7点开始震耳欲聋的音响声、唱歌声响彻方圆百米，在没在任何隔音效果的情况下一直吵闹到夜里10点，严重影响到周边群众的正常生活和休息，特别是娃娃和老人，而且声音越放越大（刚开始还不是太震耳），曾多次将问题反映市城建局和市环保局，但都因职责划分和处罚权的问题互相推诿，没有得到任何一方的明确答复和解决问题。长期遭受噪音骚扰，老人心脏不好，娃娃上学需要早睡，对我们身心都造成严重影响。我们的临沧是大美临沧，山美、水美、环境美，人居环境更应该美，而且现在正在提倡改善人居环境，改善噪音污染也是提升人居环境的一个重要方面。恳请张市长为我们老百姓做主，帮助我们解决长期困扰的噪音扰民问题，让老百姓的生活越来越美好！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
三地分居，家庭情况困难调动问题,已办理,就业 求助,小***,2017-09-0816:41,     张市长，您好！打扰您了，因为看到您任市长后帮老百姓解决了许多难事，我走投无路才给您写了这封信，我是临沧市双江县2012年的一名特岗教师，已转为在编教师，因丈夫和女儿在文山市，丈夫是教师一个人带孩子很幸苦，老家父母在临沧市的镇康县乡镇工作，父亲已病退母亲一人照顾他，因为路途也离我工作所在地需要周转很多次周末也无法回家看望，我在临沧市双江县的乡镇小学工作，半年的长假只能回一次还要分开两边跑，日常中我既不能照顾到女儿又不能为年纪已大的父母尽到孝，2017年因我参加工作满五年了，多年来的奔波力不从心，文山州接收地有编制同意我调入，可是双江县人社局说特岗教师三年基层服务年限不算入调动文件五年基层服务年限里，不给予开具相关证明，家人团聚的梦又破灭了，为何特岗教师要满8年才能调动，每年接收地可以调动的名额非常少，错过了机会就不知道要等多少年了，能否给家庭环境特殊者照顾同意调出，让家庭特殊困难的基层员工调动有相关政策文件支持，求您百忙之中能帮忙考虑一下我们基层员工实际困难，真的非常感谢您。,临沧市政府办,     张市长，您好！打扰您了，因为看到您任市长后帮老百姓解决了许多难事，我走投无路才给您写了这封信，我是临沧市双江县2012年的一名特岗教师，已转为在编教师，因丈夫和女儿在文山市，丈夫是教师一个人带孩子很幸苦，老家父母在临沧市的镇康县乡镇工作，父亲已病退母亲一人照顾他，因为路途也离我工作所在地需要周转很多次周末也无法回家看望，我在临沧市双江县的乡镇小学工作，半年的长假只能回一次还要分开两边跑，日常中我既不能照顾到女儿又不能为年纪已大的父母尽到孝，2017年因我参加工作满五年了，多年来的奔波力不从心，文山州接收地有编制同意我调入，可是双江县人社局说特岗教师三年基层服务年限不算入调动文件五年基层服务年限里，不给予开具相关证明，家人团聚的梦又破灭了，为何特岗教师要满8年才能调动，每年接收地可以调动的名额非常少，错过了机会就不知道要等多少年了，能否给家庭环境特殊者照顾同意调出，让家庭特殊困难的基层员工调动有相关政策文件支持，求您百忙之中能帮忙考虑一下我们基层员工实际困难，真的非常感谢您。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
希望有条通向希望之一,已办理,交通 求助,农***,2017-09-0507:51,"市长大人你好！我是永德县班卡乡松坡村:落水坑组村民，我们:落水坑在班卡乡西半山，至今路只通毛路，但现在糖厂倒了，毛路也快不通了，村里没有小学，要到十多里外去读书，雨天出行很困难，为了孩子走出去，给我们修条路，哪怕沙石也行，我可以省吃检用，出点，上面给点，可以吗？市长,大人，希望你在白忙之中看到留言帮这个忙，别村都有通了，就我村没有通，山高黄帝远，我们也是中国人，为什么扶贫就没有我们村，因为我们村没有工作的，没有人，没有势，只有看市长,大人实地考查，一一",临沧市政府办,"市长大人你好！我是永德县班卡乡松坡村:落水坑组村民，我们:落水坑在班卡乡西半山，至今路只通毛路，但现在糖厂倒了，毛路也快不通了，村里没有小学，要到十多里外去读书，雨天出行很困难，为了孩子走出去，给我们修条路，哪怕沙石也行，我可以省吃检用，出点，上面给点，可以吗？市长,大人，希望你在白忙之中看到留言帮这个忙，别村都有通了，就我村没有通，山高黄帝远，我们也是中国人，为什么扶贫就没有我们村，因为我们村没有工作的，没有人，没有势，只有看市长,大人实地考查，一一","
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
双江大商汇,已办理,城建 求助,北***,2017-09-0407:21,我是双江大商汇业主，于2015年完工。可是不知是什么原因开发商交不了房，找开发商问了好几次开发商的答复是要退钱，要等着贷款。可是两年都过去了问了好多次到是一天拖一天，不知什么时侯退到钱，恳请政府帮帮忙，我们该怎么办,临沧市政府办,我是双江大商汇业主，于2015年完工。可是不知是什么原因开发商交不了房，找开发商问了好几次开发商的答复是要退钱，要等着贷款。可是两年都过去了问了好多次到是一天拖一天，不知什么时侯退到钱，恳请政府帮帮忙，我们该怎么办,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
关于临沧市人民医院收费方式的建议,已办理,医疗 建言,N***,2017-08-0417:05,市长您好，如果您能看到，感谢您百忙之中的浏览，我想说的是，关于临沧市人民医院的收费问题的建议，目前医院窗口收费只有两种途径，一是医保卡结算，二是现金结算。当结算金额超过万数，一般人的医保卡或钱包不可能存有或携带上万的现金，只能出门取钱再结账。途中风险：1、病人本身虚弱，无遇险抗击能力，2、取到现金后，增加遗失、被坏人尾随抢劫和行骗的几率。为更好便民利民，提高人民群众满意度，共同构造文明城市，我建议：学习省城多种付费模式，恢复窗口刷卡，摆放银行终端机，研发手机预约挂号付费平台，让我们多一种选择，少一份抱怨，让生活更美好。,临沧市政府办,市长您好，如果您能看到，感谢您百忙之中的浏览，我想说的是，关于临沧市人民医院的收费问题的建议，目前医院窗口收费只有两种途径，一是医保卡结算，二是现金结算。当结算金额超过万数，一般人的医保卡或钱包不可能存有或携带上万的现金，只能出门取钱再结账。途中风险：1、病人本身虚弱，无遇险抗击能力，2、取到现金后，增加遗失、被坏人尾随抢劫和行骗的几率。为更好便民利民，提高人民群众满意度，共同构造文明城市，我建议：学习省城多种付费模式，恢复窗口刷卡，摆放银行终端机，研发手机预约挂号付费平台，让我们多一种选择，少一份抱怨，让生活更美好。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
房屋保险,已办理,其他 咨询,我***,2017-08-0316:37,市长您好！我想咨询一下，农村收的房屋保险是政府行为么？我们永德县乌木龙乡由村委会让小组长向农户收取每户10元的房屋保险，没有保险单，不知道保险范围。如果不是政府督办的话，保险公司不应该透过政府部门向农户收取不明不白的保险。谢谢！,临沧市政府办,市长您好！我想咨询一下，农村收的房屋保险是政府行为么？我们永德县乌木龙乡由村委会让小组长向农户收取每户10元的房屋保险，没有保险单，不知道保险范围。如果不是政府督办的话，保险公司不应该透过政府部门向农户收取不明不白的保险。谢谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
给市长的留言,已办理,城建 求助,穷***,2017-07-1221:16,尊敬的市长你好，我是云南省临沧市临翔区文华村委会中寨组86号的村民李忠华，由于支持政府的工作在修建东环线时政府把我的老房子拆迁，然后政府批给我一宗安置地做宅基地使用，但是政府又不给我办理建房许可证，现在政府又说我违建，要无偿拆除，现已拆除了一部分，作为老百姓的我有苦没地方说，只能求助你市长，我希望得到拆除部分应得的赔偿和给予办理建房许可证。,临翔区城市综合执法局,尊敬的市长你好，我是云南省临沧市临翔区文华村委会中寨组86号的村民李忠华，由于支持政府的工作在修建东环线时政府把我的老房子拆迁，然后政府批给我一宗安置地做宅基地使用，但是政府又不给我办理建房许可证，现在政府又说我违建，要无偿拆除，现已拆除了一部分，作为老百姓的我有苦没地方说，只能求助你市长，我希望得到拆除部分应得的赔偿和给予办理建房许可证。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
临翔区玉龙花园廉租房电梯坠落无人来管,已办理,其他 求助,哆***,2017-07-0507:55,尊敬的张市长，您好，我是临翔区玉龙花园廉租房的住户，我住在21栋。首先很感谢政府建盖廉租房让我们这些社会最底层的老百姓有一个安身之所，作为社会最底层的弱势群体我们没有经济能力购买开发商的商品房，是政府让我们以低廉的价格在这个城市有了一个两居室的家，让我们在这个城市感受到了家。我们在21栋住了两年，电梯屡次出现坠落，住房里有三部电梯，只有两部可以使用，两一部是坏的，物业没来修理，但仅剩的两部电梯屡次发生坠落，住户被困，我们300多的住户基本都遇到，每天座电梯都是惶恐的，每一次能安全出电梯成为了我们300多住户每天的心愿，我们这里有30楼层，老人孩子占很多，他们没有体力每次上下都是拍楼梯，每天都很担心座电梯，让我们所有都惶恐，作为社会的弱势群体我们就该得到这样的对待吗？我们向物业反应，他们让我们找电梯公司，我们找住建局反应，他们让我们找物业，我们已经无路可走了，我们弱势群体没有任何门路可走，在逼不得已的情况下，给市长写了这封求助信，希望市长在百忙之中抽空看看我们的求助信，给予我们帮助，听听玉龙花园廉租房弱势群体的呼声，再次感谢！,临沧市政府办,尊敬的张市长，您好，我是临翔区玉龙花园廉租房的住户，我住在21栋。首先很感谢政府建盖廉租房让我们这些社会最底层的老百姓有一个安身之所，作为社会最底层的弱势群体我们没有经济能力购买开发商的商品房，是政府让我们以低廉的价格在这个城市有了一个两居室的家，让我们在这个城市感受到了家。我们在21栋住了两年，电梯屡次出现坠落，住房里有三部电梯，只有两部可以使用，两一部是坏的，物业没来修理，但仅剩的两部电梯屡次发生坠落，住户被困，我们300多的住户基本都遇到，每天座电梯都是惶恐的，每一次能安全出电梯成为了我们300多住户每天的心愿，我们这里有30楼层，老人孩子占很多，他们没有体力每次上下都是拍楼梯，每天都很担心座电梯，让我们所有都惶恐，作为社会的弱势群体我们就该得到这样的对待吗？我们向物业反应，他们让我们找电梯公司，我们找住建局反应，他们让我们找物业，我们已经无路可走了，我们弱势群体没有任何门路可走，在逼不得已的情况下，给市长写了这封求助信，希望市长在百忙之中抽空看看我们的求助信，给予我们帮助，听听玉龙花园廉租房弱势群体的呼声，再次感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
噪音污染严重影响周围小区居住和生活,已办理,环保 求助,夏***,2017-07-0507:22,你好，市长。位于临沧市临翔区书香名苑小区后面的施工扰民较为严重，曾经给环保局打电话投诉无果，故在此留言希望得到解决。首先，按照相关规定，搅拌机、空气压缩机、木工机具等噪声大的机械，尽可能安排在远离居民区一侧，合理布局。 但是该机械设备离居民区较近。其次，对于施工作业时间也是有相关规定的，晚上10点以后不能施工，除非有特殊情况。但是该处机械设备中午午休时间一直在施工，特别是晚上10点以后，每天汽车声嗡嗡声、机械设备声等噪音不断，很多时候到凌晨两点，并且这样长期施工持续了很长时间，严重的影响了居住和生活。望领导和相关部门能够帮助解决。,临沧市政府办,你好，市长。位于临沧市临翔区书香名苑小区后面的施工扰民较为严重，曾经给环保局打电话投诉无果，故在此留言希望得到解决。首先，按照相关规定，搅拌机、空气压缩机、木工机具等噪声大的机械，尽可能安排在远离居民区一侧，合理布局。 但是该机械设备离居民区较近。其次，对于施工作业时间也是有相关规定的，晚上10点以后不能施工，除非有特殊情况。但是该处机械设备中午午休时间一直在施工，特别是晚上10点以后，每天汽车声嗡嗡声、机械设备声等噪音不断，很多时候到凌晨两点，并且这样长期施工持续了很长时间，严重的影响了居住和生活。望领导和相关部门能够帮助解决。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
提升人居环境,已办理,城建 求助,临***,2017-06-2307:34,尊敬的张市长：    我是临翔区南天路南天商贸城的一名普通住户。自城乡人居环境提升实施以来，临翔区棚户区改造、断头路打通、交通治理、城市增绿增色，环境极大改善，让我们看到了曙光。可仍然有像南天商贸城这样混乱不堪、随意搭建、占道经营、垃圾遍地、噪声满天的小区存在，很多住户都是辛苦攒钱买房，却住在了菜市场和垃圾场里，实在不堪忍受。且多年来也无法办理土地证，想卖也卖不了。恳请您在百忙之中能帮助解决。,临沧市政府办,尊敬的张市长：    我是临翔区南天路南天商贸城的一名普通住户。自城乡人居环境提升实施以来，临翔区棚户区改造、断头路打通、交通治理、城市增绿增色，环境极大改善，让我们看到了曙光。可仍然有像南天商贸城这样混乱不堪、随意搭建、占道经营、垃圾遍地、噪声满天的小区存在，很多住户都是辛苦攒钱买房，却住在了菜市场和垃圾场里，实在不堪忍受。且多年来也无法办理土地证，想卖也卖不了。恳请您在百忙之中能帮助解决。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
公选咨询,已办理,就业 咨询,一***,2017-06-1620:27,尊敬的张市长，近两年来临沧市内基本没有公务员选调或者公开选拔的考试了，希望领导多关注一下对于我们这些长期夫妻两地分居，照顾不了娃娃老人的部分基层公务员来说除了考试外再无其他办法，年龄再大，被限制了就可能考试都参加不了了。另外，合理的设置公开招考也可以促进人才的流动。是不是临沧近几年都没有这样的考试了？还是被内部操作、消化了。,临沧市人力资源和社会保障局（临沧市公务员局）,尊敬的张市长，近两年来临沧市内基本没有公务员选调或者公开选拔的考试了，希望领导多关注一下对于我们这些长期夫妻两地分居，照顾不了娃娃老人的部分基层公务员来说除了考试外再无其他办法，年龄再大，被限制了就可能考试都参加不了了。另外，合理的设置公开招考也可以促进人才的流动。是不是临沧近几年都没有这样的考试了？还是被内部操作、消化了。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
早上别关民中操场大门,已办理,教育 求助,匿***,2017-05-0116:36,尊敬的县委书记，我们某些人所谓的方便管理，就将操场大门一关了之，却苦了我们住在三江半岛居民，本来就少之又少晨练空间，我们就希望在操场上跑跑步，希望书记过问下，方便我们这些普通老百姓。,云县县委办,尊敬的县委书记，我们某些人所谓的方便管理，就将操场大门一关了之，却苦了我们住在三江半岛居民，本来就少之又少晨练空间，我们就希望在操场上跑跑步，希望书记过问下，方便我们这些普通老百姓。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
给市长的一封信,已办理,其他 求助,贫***,2017-05-0109:53,     尊敬的市长你好，我是凤庆县前锋村的一个贫困家庭，2016年出台了从2016年到2018年，凡危房重建的，都可以享受5万元贷款和2万元补助，贫困户可贷6万和4万补助，我家抱着希望于2016年递了申请，于2017初开始动工，现在又改了政策，说是2017年的，属于贫困户的贷款全部叫停，我希望领导们体会一下民众，我们现在还等着贷款修房子呢，现在修了一半，住也住不进去，连住的地方也没有，望领导重视，望领导不要取消贫困户的贷款，在这里先谢谢领导们了！                                                                     谢谢,凤庆县凤山镇,     尊敬的市长你好，我是凤庆县前锋村的一个贫困家庭，2016年出台了从2016年到2018年，凡危房重建的，都可以享受5万元贷款和2万元补助，贫困户可贷6万和4万补助，我家抱着希望于2016年递了申请，于2017初开始动工，现在又改了政策，说是2017年的，属于贫困户的贷款全部叫停，我希望领导们体会一下民众，我们现在还等着贷款修房子呢，现在修了一半，住也住不进去，连住的地方也没有，望领导重视，望领导不要取消贫困户的贷款，在这里先谢谢领导们了！                                                                     谢谢,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
不动产登记中心办理不动产登记证和抵押业务过慢,已办理,其他 建言,匿***,2017-04-2416:48,   不动产登记中心办理不动产登记证和抵押业务过慢。一般人员和群众办理不动产登记证需要1个月左右，办理不动产登记证抵押业务需要1个星期以上。严重影响银行贷款和房产交易时间。,临沧市国土资源局临翔分局,   不动产登记中心办理不动产登记证和抵押业务过慢。一般人员和群众办理不动产登记证需要1个月左右，办理不动产登记证抵押业务需要1个星期以上。严重影响银行贷款和房产交易时间。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
临沧财贸学校停水近一个星期对学生造成影响,已办理,教育 投诉,匿***,2017-04-2214:22,从去年至今财贸学校就一直断断续续停水，到今天学校已经停水近一个星期了，孩子住校时常连洗脸和漱口的水都没有，洗衣服洗澡也很困难，对学生造成了严重影响。向学校投诉多次校方称是自来水公司的管道问题，向水务公司投诉又将责任推至校方，孩子在校内生活苦不堪言，望领导给予重视，万分感谢！,临翔区供排水公司,从去年至今财贸学校就一直断断续续停水，到今天学校已经停水近一个星期了，孩子住校时常连洗脸和漱口的水都没有，洗衣服洗澡也很困难，对学生造成了严重影响。向学校投诉多次校方称是自来水公司的管道问题，向水务公司投诉又将责任推至校方，孩子在校内生活苦不堪言，望领导给予重视，万分感谢！,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
化旭小区棚户区改造工程何时开工？,已办理,城建 求助,辛***,2017-04-2107:38,尊敬的张市长：临翔区华旭小区是已经通过招投标且已经公示了的棚户区改造项目之一，公告上明明写着2016年11月25日开工，2017年6月23日完工，施工单位工棚已经搭起，但是就是不见正式施工，眼看4月份马上过完，雨季马上来临，我们住华旭小区顶楼的又要遭受漏雨之苦，又要过像住在水帘洞一样的日子！在此请张市长帮过问一下，让施工单位尽快施工，让我们不要再遭罪，谢谢。,临翔区住房和城乡建设局,尊敬的张市长：临翔区华旭小区是已经通过招投标且已经公示了的棚户区改造项目之一，公告上明明写着2016年11月25日开工，2017年6月23日完工，施工单位工棚已经搭起，但是就是不见正式施工，眼看4月份马上过完，雨季马上来临，我们住华旭小区顶楼的又要遭受漏雨之苦，又要过像住在水帘洞一样的日子！在此请张市长帮过问一下，让施工单位尽快施工，让我们不要再遭罪，谢谢。,"
	当前位置 ：领导留言板 >
    
    
        地方领导 >
    
    
		云南省 >
    
		临沧市 >
    
	临沧市市长张之政
"
